guid	num	part	seq	en	te	notes	status
M515c092fc84f	4	questions	12	Do the teachers like the daughter?	టీచర్లకు కూతురు అంటే ఇష్టమా?		draft
Mcdabfe3c889f	4	questions	13	Yes, the teachers like her.	అవును, టీచర్లకు ఆమె అంటే ఇష్టం.		draft
M9f8d83091bd6	4	questions	14	Five: Her best friend is named Amy.	ఐదు: ఆమె బెస్ట్ ఫ్రెండ్ పేరు ఏమీ.	"CHANGED from ప్రాణ స్నేహితురాలు to బెస్ట్ ఫ్రెండ్ (same change made consistently across all 5 occurrences of this phrase in story 4). Deck confirms స్నేహితురాలు (plain ""friend, female"") but has no ""best friend"" compound either way. In actual casual Hyderabad speech ""బెస్ట్ ఫ్రెండ్"" (direct borrowing) is at least as common as, arguably more common than, the more literary ప్రాణ స్నేహితురాలు (""friend of my soul"") — closer to the register this project committed to. Closest call of the ten open questions: both are genuinely correct Telugu, differing in flavor, not right/wrong. Worth a native's actual preference."	draft
Mb2d2d6db1cbc	4	questions	15	Is her best friend named Julie?	ఆమె బెస్ట్ ఫ్రెండ్ పేరు జూలీనా?	"CHANGED from ప్రాణ స్నేహితురాలు to బెస్ట్ ఫ్రెండ్ (same change made consistently across all 5 occurrences of this phrase in story 4). Deck confirms స్నేహితురాలు (plain ""friend, female"") but has no ""best friend"" compound either way. In actual casual Hyderabad speech ""బెస్ట్ ఫ్రెండ్"" (direct borrowing) is at least as common as, arguably more common than, the more literary ప్రాణ స్నేహితురాలు (""friend of my soul"") — closer to the register this project committed to. Closest call of the ten open questions: both are genuinely correct Telugu, differing in flavor, not right/wrong. Worth a native's actual preference."	draft
M8c4cced3b8d6	4	questions	16	No, her best friend is named Amy.	లేదు, ఆమె బెస్ట్ ఫ్రెండ్ పేరు ఏమీ.	"CHANGED from ప్రాణ స్నేహితురాలు to బెస్ట్ ఫ్రెండ్ (same change made consistently across all 5 occurrences of this phrase in story 4). Deck confirms స్నేహితురాలు (plain ""friend, female"") but has no ""best friend"" compound either way. In actual casual Hyderabad speech ""బెస్ట్ ఫ్రెండ్"" (direct borrowing) is at least as common as, arguably more common than, the more literary ప్రాణ స్నేహితురాలు (""friend of my soul"") — closer to the register this project committed to. Closest call of the ten open questions: both are genuinely correct Telugu, differing in flavor, not right/wrong. Worth a native's actual preference."	draft
M1e1c4fbe3dcb	4	questions	17	Six: Amy likes math and science.	ఆరు: ఏమీకి గణితం, సైన్స్ అంటే ఇష్టం.		draft
M778832704e29	4	questions	18	Does Amy like English and history?	ఏమీకి ఇంగ్లీష్, చరిత్ర అంటే ఇష్టమా?		draft
M2b60baa095bc	4	questions	19	No, she likes math and science.	లేదు, ఆమెకు గణితం, సైన్స్ అంటే ఇష్టం.		draft
M448c59446a1a	4	questions	20	Seven: The daughter and Amy do well in school.	ఏడు: కూతురు, ఏమీ స్కూల్లో బాగా రాణిస్తారు.		draft
M9ee5a507ebab	4	questions	21	Does the daughter do well in school?	కూతురు స్కూల్లో బాగా రాణిస్తుందా?		draft
M179ee1a0c740	4	questions	22	Yes, the daughter and Amy do well in school.	అవును, కూతురు, ఏమీ స్కూల్లో బాగా రాణిస్తారు.		draft
