guid	num	part	seq	en	te	notes	status
Mdea47018ffed	8	questions	14	She tries a pair of blue shoes.	ఆమె ఒక జత నీలం రంగు షూలను వేసుకుని చూసింది		native
Mce302cbe6c7a	8	questions	15	Five: The blue shoes are too tight.	ఐదు: నీలం రంగు షూలు చాలా టైట్ గా ఉన్నాయి		native
M47f3b0ba133c	8	questions	16	Are the blue shoes comfortable?	నీలం రంగు షూలు సౌకర్యంగా ఉన్నాయా?		native
M38ccc77e0365	8	questions	17	No, the blue shoes are not comfortable.	కాదు, నీలం రంగు షూలు సౌకర్యంగా లేవు		native
Mb295ed4d0ea7	8	questions	18	They are too tight.	అవి చాలా టైట్ గా ఉన్నాయి.		native
M032de294833b	8	questions	19	Six: The black shoes are very comfortable.	ఆరు: నలుపు రంగు షూలు చాలా సౌకర్యంగా ఉన్నాయి		native
Mbaec38d48384	8	questions	20	Are the black shoes comfortable?	నలుపు రంగు షూలు చాలా సౌకర్యంగా ఉన్నాయా?		native
M07814daf94f5	8	questions	21	Yes, the black shoes are very comfortable.	అవును, నలుపు రంగు షూలు చాలా సౌకర్యంగా ఉన్నాయి		native
M1bcb73f8341f	8	questions	22	Seven: The black shoes are four hundred and fifty dollars.	ఏడు: నలుపు రంగు షూల ధర నాలుగు వందల యాభై డాలర్లు		native
M91a90dcb3fe8	8	questions	23	Are the black shoes expensive?	నలుపు రంగు షూలు చాలా ఖరీదైనవా?		native
M24c17cc19219	8	questions	24	Yes, the black shoes are expensive.	అవును, నలుపు రంగు షూలు చాలా ఖరీదైనవి		native
Maba697dd015b	8	questions	25	They are four hundred and fifty dollars.	వాటి ధర నాలుగు వందల యాభై డాలర్లు		native
M7323cb40a649	8	questions	26	Eight: Lisa puts down the shoes and leaves the store.	ఎనిమిది: లీసా ఆ షూలను కిందకు పెట్టి, దుకాణం నుండి వెళ్ళిపోయింది		native
Ma9a6422738b9	8	questions	27	Does Lisa buy the shoes?	లీసా షూలను కొన్నదా?		native
M8924d40fd969	8	questions	28	No, Lisa does not buy the shoes.	లేదు, లీసా షూలను కొనలేదు		native
Md5331c73467c	8	questions	29	She puts them down and leaves the store.	ఆమె ఆ షూలను కిందకు పెట్టి, దుకాణం నుండి వెళ్ళిపోయింది		native
