guid	lesson	seq	speaker	en	rom	legacy	keys	flags
I856bcb85946d	15	11	Æ>Ðèþ$$	It is a lie, Gopi!  I was at home yesterday morning.  I was at home yesterday afternoon also.  I was not at home only in the evening yesterday.		Æ>Ðèþ$$ : Aº§æþ®… Vøï³!  ¯óþ¯èþ$ °¯èþ² E§æþÄæý$… C…sZÏ¯óþ E¯é²¯èþ$.  °¯èþ² Ðèþ$«§éÅçßý²… Mæü*yé C…sZÏ¯óþ E¯é²¯èþ$. ÝëÄæý$…{™èþ… Ðèþ*{™èþÐóþ$ Ìôý¯èþ$.	1:423.3;1:438.6;1:453.8;1:469.0	no-rom
Id56ad2c9218e	15	12	™é™èþÄæý$Å	Okay!  Is my book there in your cupboard?		™é™èþÄæý$Å: çÜÆóÿ!  ¯é ç³#çÜ¢Mæü… Ò$ AËÐèþ$ÆæÿÌZ E…§é?	1:499.5;1:514.7	no-rom
Ibe494760d44c	15	13	Vøí³	No.		Vøí³ : Ìôý§æþ$.	1:545.1	no-rom
I2a76ec4e13c5	15	14	™é™èþÄæý$Å	Then, where it is?		™é™èþÄæý$Å: Ðèþ$Ç GMæüPyæþ$¯èþ²¨?	1:575.6	no-rom
I2cc4cfdd7717	15	15	Vøí³	We don’t know where it is.		Vøí³ : HÐðþ*!  GMæüPyæþ$¯èþ²§ø!	1:606.0	no-rom
Ie28eae7fa58c	15	16	™é™èþÄæý$Å	Ramu!  Search for my book.  This child is Subbarao’s daughter. Isn’t she? Papa! You are here?		™é™èþÄæý$Å: Æ>Ðèþ$*!  ¯é ç³#çÜ¢Mæü… Ððþ™èþ$Mæü$.  D ´ëç³ çÜ$»ê¾Æ>Ðèþ# Mæü*™èþ$Ææÿ$ Mæü§æþ*! ´ë´ë!  ¯èþ$ÑÓMæüPyæþ$¯é²Ðé?	2:179.8;2:194.8;2:210.0	no-rom
I8ffb724a8e8f	15	17	Æ>Ðèþ$$	Here it is, Grandfather.  Your book is here.		Æ>Ðèþ$$ : C§æþ$Vø ™é™èþÄæý*Å! ± ç³#çÜ¢Mæü… CMæüPyæþ$…¨.	2:240.0;2:255.1	no-rom
I55f16e7354ce	15	18	™é™èþÄæý$Å	Where?		™é™èþÄæý$Å: GMæüPyæþ?	2:285.1	no-rom
I588b9d157885	15	19	Æ>Ðèþ$$	By side of this bag.		Æ>Ðèþ$$ : D çÜ…` ç³MæüP¯èþ.	2:315.3	no-rom
I5ee1bb5213c6	15	20	ÑfÄæý$	This is not grandfather’s book. His book is not here.		ÑfÄæý$: C¨ ™é™èþÄæý$Å ç³#çÜ¢Mæü… M>§æþ$. CMæüPyæþ ™é™èþÄæý$Å ç³#çÜ¢Mæü… Ìôý§æþ$.	2:345.4;2:360.4	no-rom
I38bfc887dc80	15	21	™é™èþÄæý$Å	Then both of you search for it. Search thoroughly.		™é™èþÄæý$Å: AÆÿ$$™óþ Ò$Ç§æþªÆæÿ* Ððþ™èþMæü…yìþ.  »êV> Ððþ™èþMæü…yìþ.	2:390.4;2:405.6	no-rom
I4a95567a0693	15	22	Æ>Ðèþ$$	It might be in that box (trunk)		Æ>Ðèþ$$ : B ò³sñýtÌZ E…§óþÐðþ*!	2:435.7	no-rom
I1a35d688df46	15	23	Vøí³	Yes.  All those things which belong to grandfather are in that trunk.		Vøí³ : AÐèþ#¯èþ$.  ™é™èþÄæý$Å ÐèþçÜ$¢Ðèþ#Ë$ A±² B ò³sñýtÌZ¯óþ E¯é²Æÿ$$.	2:465.7;2:480.7	no-rom
I2367a21c2f43	15	24	Æ>Ðèþ$$	Gopi!  Move a little to the side. Yes.  Here is your book, grad- father. It is in this box . Take it.		Æ>Ðèþ$$ : Vøï³!  ¯èþ$Ðèþ#Ó Mö…^ðþ… ç³MæüPMæü$ fÆæÿ$Væü$. C§æþ$Vø ™é™èþÄæý*Å!  ± ç³#çÜ¢Mæü….  D ò³sñýtÌZ¯óþ E…¨.  ¡çÜ$Mø!	2:511.0;2:526.0;2:541.0	no-rom
Iefdc05806293	15	25	Vøí³	Grandfather!  When is your birthday?		Vøí³ : ™é™èþÄæý*Å!  ± ç³#sìýt¯èþÆøk Gç³šyæþ$ ™é™èþÄæý*Å?	2:571.0;2:586.3	no-rom
Ie3ce35bc1b36	15	26	™é™èþÄæý$Å	On the sixth of November.		™é™èþÄæý$Å: ¯èþÐèþ…ºÆæÿ$ BÆø ™éÈMæü$¯èþ.	2:616.5	no-rom
Ic5d6ba27d7d1	15	27	Æ>Ðèþ$$	On that day it was Deepavali. Isn’t it?		Æ>Ðèþ$$ : B Æøk¯èþ ©´ëÐèþã Mæü§é!	3:179.8	no-rom
Id2369205cfd5	15	28	™é™èþÄæý$Å	Yes.  My birthday is on Deepavali day.		™é™èþÄæý$Å: AÐèþ#¯èþ$ ©´ëÐèþã Æøk¯èþ ¯é ç³#sìýt¯èþÆøk.	3:210.0;3:225.2	no-rom
I61ae4b667621	15	29	Æ>Ðèþ$$	What is there in that book, grandfather?		Æ>Ðèþ$$ : B ç³#çÜ¢Mæü…ÌZ H… E…¨ ™é™èþÄæý*Å!	3:255.5	no-rom
I76d6aa14d2ca	15	30	™é™èþÄæý$Å	There are very good songs. Come on!  All of you sit by side of me.  Ramu!  Read this song.  All of you read it.  There is a good riddle in this song. WHO AM I? Babu! Babu!  Who am I? Papa! Papa!  Who am I? There is no leg but movement. There is no shape but measurement. Babu! Babu!  Who am I? Papa! Papa!  Who am I? Sun! My name is not sun I don’t have its heat; My name is not sun I don’t have its heat. - O Babu! Babu!  Who am I? Papa! Papa!  Who am I? Wind! My name is not wind I don’t have its power; My name is not wind I don’t have its power. - O Babu! Babu!  Who am I? Papa! Papa!  Who am I? Time! Yes! Yes! Sun is not my name, Wind is not my name, Babu! My name is time, Papa! My name is time. There is no leg but movement. There is no shape but measurement. Babu! Babu!  Who am I? Papa! Papa!  Who am I? Babu! Babu!  Who am I? Papa! Papa!  Who am I?		™é™èþÄæý$Å: Ðèþ$…_ ´ërË$¯é²Æÿ$$.  Ææÿ…yìþ.  Ò$Ææÿ$ A…§æþÆæÿ* ¯é ç³MæüP¯èþ Mæü*Æøa…yìþ. Æ>Ðèþ$* D ´ër ^èþ§æþ$Ðèþ#.  Ò$Ææÿ…§æþÆæÿ* ^èþ§æþÐèþ…yìþ.  D ´ërÌZ Ðèþ$…_ ´÷yæþ$ç³# Mæü£æþ E…¨. »êº*! »êº*! ¯óþ¯ðþÐèþÇ°? ´ë´ë!  ´ë´ë!  ¯óþ¯ðþÐèþÇ°? Mæü§æþÍMæü E¯èþ²¨ M>Ë$ Ìôý§æþ$ MöË™èþ E¯èþ²¨ Ææÿ*ç³… Ìôý§æþ$ »êº*! »êº*! ¯óþ¯ðþÐèþÇ°? ´ë´ë!  ´ë´ë!  ¯óþ¯ðþÐèþÇ°? G…yæþ! ¯é õ³Ææÿ$ G…yæþ M>§æþ$ & §é° Ðóþyìþ ¯éMæü$ Ìôý§æþ$. ¯é õ³Ææÿ$ G…yæþ M>§æþ$ & §é° Ðóþyìþ ¯éMæü$ Ìôý§æþ$.   &  K »êº*! »êº*! ¯óþ¯ðþÐèþÇ°? ´ë´ë!  ´ë´ë!  ¯óþ¯ðþÐèþÇ°? V>Í! ¯é õ³Ææÿ$ V>Í M>§æþ$ & §é° ÔèýMìü¢ ¯éMæü$ Ìôý§æþ$. ¯é õ³Ææÿ$ V>Í M>§æþ$ & §é° ÔèýMìü¢ ¯éMæü$ Ìôý§æþ$.   &  K »êº*! »êº*! ¯óþ¯ðþÐèþÇ°? ´ë´ë!  ´ë´ë!  ¯óþ¯ðþÐèþÇ°? M>Ë… AÐèþ#¯èþ$!  AÐèþ#¯èþ$! G…yæþ M>§æþ$ ¯é õ³Ææÿ$ V>Í M>§æþ$ ¯é õ³Ææÿ$ M>Ë… ´ë´ë ¯é õ³Ææÿ$ M>Ë… »êº* ¯é õ³Ææÿ$ Mæü§æþÍMæü E¯èþ²¨ M>Ë$ Ìôý§æþ$ MöË™èþ E¯èþ²¨ Ææÿ*ç³… Ìôý§æþ$ »êº*! »êº*! ¯óþ¯ðþÐèþÇ°? ´ë´ë!  ´ë´ë!  ¯óþ¯ðþÐèþÇ°? »êº*! »êº*! ¯óþ¯ðþÐèþÇ°? ´ë´ë!  ´ë´ë!  ¯óþ¯ðþÐèþÇ°?	3:285.7;3:300.9;3:316.0;3:331.2;3:346.4;3:406.0;3:421.0;3:436.2;3:451.4;3:466.4;3:481.7;3:496.7;3:511.9;3:542.2;3:572.4;3:587.6;3:602.7;3:617.9;4:178.9;4:194.1;4:224.3;4:254.6;4:269.8;4:284.8;4:300.0;4:315.1;4:330.3;4:360.5;4:390.8;4:421.0;4:436.3;4:451.5;4:466.5;4:496.7;4:512.0;4:527.2;4:542.2;4:572.5;4:587.7;4:602.7;4:617.9	no-rom
I4b835d1ba4ca	15	31	Æ>Ðèþ$$	The Song is very good, grand- father!		Æ>Ðèþ$$ : ´ër ^éÌê »êVæü$…¨ ™é™èþÄæý*Å!	5:179.8	no-rom
Ia54ab7baaa36	15	32	™é™èþÄæý$Å	Is it good?  OK.  All of you go to school now.		™é™èþÄæý$Å: »êVæü$…§é?  çÜÆóÿ!  CMæü A…§æþÆæÿ* çÜ*PË$Mæü$ Ððþâæýå…yìþ.	5:210.2;5:225.4	no-rom
Icb76b2db5732	15	33	í³ËÏË$	OK grandfather!		í³ËÏË$: çÜÆóÿ ™é™èþÄæý*Å!	5:255.9	no-rom
I5c5342e6b3e3	15	34	™é™èþÄæý$Å	Papa!  You go to your house.		™é™èþÄæý$Å: ´ë´ë!  ¯èþ$Ðèþ#Ó Ò$ C…sìýMìü Ððþâæý$å.	5:286.3	no-rom
