guid	lesson	seq	speaker	en	rom	legacy	keys	flags
I2358cbd8f35a	56	11	ÆæÿÑ	This is not lighting up even after putting the switch on.  Father, please put it on.		ÆæÿÑ : íÜÓ_a ÐóþíÜ¯é ÌñýOr$ ÐðþËVæür…Ìôý§æþ$ ¯é¯èþ²V>Ææÿ*!  Ò$Ææÿ$ ÐðþÍW…^èþ…yìþ.	1:500.8;1:516.2	no-rom
If5e96bddce64	56	12	ÑÔèýÓ.	Move that switch a little bit. It is not moving.  Look father,		ÑÔèýÓ. : B íÜÓ_a° Mö…^ðþ… Mæü¨Í…^èþ$.	1:547.2	no-rom
I518eaaf854c1	56	13	ÆæÿÑ	how my book got wet!		ÆæÿÑ : A¨ Mæü§æþËr…Ìôý§æþ$.  ^èþ*yæþ…yìþ ¯é¯èþ²V>Ææÿ*, ¯é ç³#çÜ¢Mæü… GÌê ™èþyìþíÜ…§ø!	1:578.1;1:593.5;1:609.0	no-rom
I245dab0358b1	56	14	ÑÔèýÓ.	Why did it get wet?		ÑÔèýÓ. : G…§æþ$Mæü$ ™èþyìþíÜ…¨?	1:639.9	no-rom
Ica8524d7e465	56	15	ÆæÿÑ	She made it wet.  She dipped it into the water and made it wet.		ÆæÿÑ : A§óþ ™èþyìþí³…¨; ±âæýåÌZÏ Ðèþ$$…_ ™èþyìþí³…¨.	2:160.1;2:176.3	no-rom
Iaf78ca786eef	56	16	´ëç³	Father, I didn’t dip it (in the water).  It fell into the water by itself and got wet.		´ëç³ : ¯óþ¯èþ$ Ðèþ$$…^èþÌôý§æþ$ ¯é¯èþ²V>Ææÿ*! ±âæýåÌZÏ ç³yìþ A§óþ Ðèþ$$°W…¨.	2:208.3;2:224.2	no-rom
Ib03529024afe	56	17	ÆæÿÑ	Take her away from the swing, father!  She broke my slate- pencil and pencil too.		ÆæÿÑ : §é°² EÄæý*ÅË Ò$¨°…_ Ìôýç³…yìþ, ¯é¯èþ²V>Ææÿ*!  A¨ ¯é ºËç³… ™èþ$…_…¨; ò³°ÞË$ Mæü*yé ÑÇ_…¨.	2:256.2;2:272.4;2:288.3;2:304.4	no-rom
Id875f0b0b790	56	18	´ëç³	The slate-pencil fell on the ground and broke.  Pencil broke just while holding it.  I did not break it.  He quarrels with me without any reason, father!		´ëç³ : ºËç³… Mìü…§æþ ç³yìþ ™èþ$°W…¨ ¯é¯èþ² V>Ææÿ*!  ò³°ÞË$ ç³r$tMæü$…sôý¯óþ ÑÇW…¨; ¯óþ¯èþ$ ÑÆæÿÐèþÌôý§æþ$.  Ðéyæþ$ FÇMðü¯óþ ¯é™ø ´ùsêÏyé¢yæþ$ ¯é¯èþ²V>Ææÿ*!	2:336.4;2:352.4;2:368.5;2:384.4	no-rom
I9fe5654942cb	56	19	WÇf	Papa! Drink the milk.		WÇf : ´ë´ë!  ´ëË$ ™éVæü$.	2:416.4	no-rom
I78560e7bb5ee	56	20	´ëç³	This milk is not thick.  You mixed more water in it.  I don’t want it.		´ëç³ : D ´ëË$ _MæüPV> ÌôýÐèþ#.  ÒsìýÌZ ±âæý$å GMæü$PÐèþ MæüÍ´ëÐèþ#; ¯éMæü$ J§æþ$ª.	2:448.5;2:464.6	no-rom
I4f5949ddba26	56	21	ÑÔèýÓ.	Oh!  The milkman came already?		ÑÔèýÓ. : ´ëËÐéyæþ$ Aç³šyóþ Ðèþ^óþaÔéyé?	2:496.6	no-rom
I36d56ef9a6bd	56	22	WÇf	Yes.  Today it seems he could not get thick milk.  He gave (poured) watery (diluted) milk		WÇf : B!  CÐóþÓâæý _MæüPsìý ´ëË$ §öÆæÿMæü Ìôý§æþr.  ±âæýå´ëË$ ´ùÔéyæþ$.	2:528.7;2:544.6	no-rom
I55c8d1b82759	56	23	ÑÔèýÓ.	Papa! Get down from the swing.  Your younger sister is crying. Oh, no!  If I just get on to the		ÑÔèýÓ. : ´ë´ë!  ¯èþ$Ðèþ#Ó EÄæý*ÅË Ò$¨°…_ ¨VðüÄæý$ÅÐèþ*Ã!  ^ðþÌñýÏË$ Hyæþ$çÜ$¢¯èþ²¨.	2:576.6;2:592.8	no-rom
I49ed32677011	56	24	´ëç³	swing, she nags me to get down.		´ëç³ : Aº¾!  EÄæý*ÅË GMìüP™óþ ^éË$ ¨VæüÐèþ$° ^èþ…ç³#™èþ$…¨.	2:624.8;2:640.7	no-rom
