guid	lesson	seq	speaker	en	rom	legacy	keys	flags
I07150d19cb90	20	12	ÆæÿÑ	I have to speak with the teacher.  I have to take a book (from him). Talk tomorrow.  Take the book		ÆæÿÑ : Ðèþ*ÚëtÆæÿ$V>Ç™ø Ðèþ*sêÏyéÍ.  JMæü ç³#çÜ¢Mæü… ¡çÜ$MøÐéÍ.	1:332.0;1:347.2	no-rom
Ic6f35d6c0d43	20	13	Vøí³	tomorrow.		Vøí³ : Æóÿç³# Ðèþ*sêÏyæþ$. ç³#çÜ¢Mæü… Æóÿç³# ¡çÜ$Mø.	1:377.7	no-rom
I51974d8acfbb	20	14	ÆæÿÑ	There are some more things to do.  I have to go Rama’s house.  I have to see her fa- ther.  I have to talk to him. I have also to see Rama’s brother.		ÆæÿÑ : C…M> ÐóþÆóÿ ç³¯èþ$Ë$ Mæü*yé E¯é²Æÿ$$. ÆæÿÐèþ$ C…sìýMìü ÐðþâêÏÍ; Ðéâæýå ¯é¯èþ² V>Ç° ^èþ*yéÍ.  BÄæý$¯èþ™ø Ðèþ*sêÏyéÍ.  ÆæÿÐèþ$ ™èþÐèþ$$Ã×ìý~ Mæü*yé ^èþ*yéÍ.	1:408.1;1:423.3;1:438.6;1:453.8;1:469.0	no-rom
I0da3a1c01dd7	20	15	Vøí³	See them tomorrow.  Do all those things tomorrow.		Vøí³ : Ðéâæýå¯èþ$ Æóÿç³# ^èþ*yæþ$.  B ç³¯èþ$Ë$ Æóÿç³# ^ðþÆÿ$$Å.	1:499.5;1:514.7	no-rom
I6616ffd94573	20	16	ÆæÿÑ	I have to do them today itself. You go to the cinema.  I have to bring their dog here.		ÆæÿÑ : CÐóþÓâôý ^ðþÄæý*ÅÍ.  íÜ°Ðèþ*Mæü$ ¯èþ$Ðèþ#Ó Ððþâæý$Ï.  ¯óþ¯èþ$ ÐéâæýÏ Mæü$MæüP¯èþ$ CMæüPyìþMìü ¡çÜ$Mæü$Æ>ÐéÍ. þ	1:545.1;1:560.3;1:575.6;1:590.8	no-rom
I24af2ffd1e86	20	17	Vøí³	I don’t have money.		Vøí³ : ¯é §æþVæüYÆæÿ yæþº$¾Ë$ ÌôýÐèþ#.	1:606.0	no-rom
Id8abf3f11664	20	18	ÆæÿÑ	Oh!  Is that the matter?  I have money.  Take it.		ÆæÿÑ : A§é ÑçÙÄæý$…?  ¯é §æþVæüYÆæÿ E¯é²Æÿ$$.  ¡çÜ$Mø!	2:179.8;2:195.0	no-rom
I416e1d0e92a3	20	19	Vøí³	You also come with me.		Vøí³ : ¯èþ$Ðèþ#Ó Væü*yé Æ>, ç³ÆæÿÐéÌôý§æþ$.	2:225.4	no-rom
I8a2e567c9607	20	20	ÆæÿÑ	It’s not possible to me.  You can go.		ÆæÿÑ : ¯éMæü$ ÒË$ Ìôý§æþ$; ¯èþ$Ðèþ#Ó Ððþâæý$Ï.	2:255.9	no-rom
I2600d7a29ccc	20	21	Vøí³	First let’s go to the mess.  We have to eat food.  Haven’t we?		Vøí³ : Ðèþ$$…§æþ$ Ððþ$çÜ$ÞMæü$ ç³§æþ.  A¯èþ²… †¯éÍ Mæü§é!	2:286.3;2:301.5	no-rom
I745e92a635f2	20	22	ÔèýÆæÿÃ	Narayana!  This plate is not clean.  Wash it again.		ÔèýÆæÿÃ : ¯éÆ>Äæý$×ê!  D Mæü…^èþ… »êV>Ìôý§æþ$. Ðèþ$äå Mæüyæþ$Væü$.	2:332.0;2:347.2	no-rom
I404880e2c2d2	20	23	Ææÿ†Æ>ÐŒþ$	What Narayana!  Only three chapathies for me?		Ææÿ†Æ>ÐŒþ$ : HÑ$sìý ¯éÆ>Äæý$×ê!  ¯éMæü$ Ðèþ$*yæþ$ ^èþ´ë¡Ìôý¯é!	2:377.7;2:392.9	no-rom
I60b784326f25	20	24	¯éÆ>	Today we have only few chapathies, sir.		¯éÆ> : CÐéÓâæý ^èþ´ë¡Ë$ Mö…^ðþÐóþ$ E¯é²Äæý$…yîþ.	2:423.3;2:438.6	no-rom
Ia506832415b5	20	25	Ææÿ†	I am not concerned with that.  I need at least ten chapaties a day.  Bring them.		Ææÿ† : A¨¯éMæü$ A¯èþÐèþçÜÆæÿ….  ¯éMæü$ ÆøkMæü$ Mæü±çÜ… ç³¨ ^èþ´ë¡Ë$ M>ÐéÍ; ¡çÜ$Mæü$Æ>!	2:469.0;2:484.2;2:499.5	no-rom
I5a1f82781b28	20	26	¯éÆ>	Then, ask the mess secretary.		¯éÆ> : AÆÿ$$™óþ Ððþ$çÜ$Þ òÜ{MðürÈ° AyæþVæü…yìþ.	2:529.9	no-rom
Ifcc8db47afa8	20	27	Ææÿ†	Mehakar singh!  Will three chapathies be sufficient for you?		Ææÿ† : Ððþ$çßýM>ÆŠÿ íÜ…VŠü!  ±Mæü$ Ðèþ$*yæþ$ ^èþ´ë¡Ë$ ^éÌê?	2:560.3;2:575.6	no-rom
I8d8c45ba5ae6	20	28	Ððþ$çßý	Don’t ask me anything.  There is the secretary.  Ask him.		Ððþ$çßý : ¯èþ¯èþ$² HÒ$ AyæþVæüMæü$.  Ayæþ$Vø Ððþ$çÜ$Þ òÜ{MðürÈ. BÄæý$¯èþ¯èþ$ Ayæþ$Væü$.	2:606.0;2:621.2	no-rom
Ie61a1ce4e5dc	20	29	¯èþ…§æþMæü$Ðèþ*ÆŠÿ	Ratiram, be quiet.		¯èþ…§æþMæü$Ðèþ*ÆŠÿ :  FÆøP, Ææÿ†Æ>ÐŒþ$!	3:179.8	no-rom
I5518ff15ca50	20	30	ÔèýÆæÿÃ	Ratiram!  Do one thing.  You take my chapathies.		ÔèýÆæÿÃ : Ææÿ†Æ>ÐŒþ$!  JMæü ç³°^ðþÆÿ$$Å.  ¯é ^èþ´ë¡Ë$ ¡çÜ$Mø!	3:210.2;3:225.4	no-rom
Ib61b6c0afdf0	20	31	Ææÿ†	I don’t need any of your chapaties.		Ææÿ† : ± ^èþ´ë¡Ë$ JMæüsìý Mæü*yé ¯éMæü$ AMæüPÆóÿÏ§æþ$.	3:255.9;3:271.1	no-rom
I325d95c07577	20	32	ÔèýÆæÿÃ	Then, go and ask the secretary only.		ÔèýÆæÿÃ : AÆÿ$$™óþ ´ù, òÜ{MðürÈ¯óþ Ayæþ$Væü$.	3:301.5	no-rom
Icfc97914bdc9	20	33	Ææÿ†	Yes (I will).  Narayana! I don’t want if it is three chapathies. Take them away!		Ææÿ† : B!  ¯éÆ>Äæý$×ê!  Ðèþ$*yæþ$ ^èþ´ë¡Ë$ AÆÿ$$™óþ ¯éMæü$ AMæüPÆóÿÏ§æþ$.  ¡çÜ$Mø´ù!	3:332.0;3:347.2	no-rom
