guid	lesson	seq	speaker	en	rom	legacy	keys	flags
I60de3944d262	42	15		pickpockts in the country! You asked me to buy sandles for you, didn't you ! I found a girl of your size at the shop. I just called her in.		A»ê¾Æÿ$$ {´ù{Væü‹Ü M>Ææÿz…yîþ !	3:209.5	prose no-rom
I830d272dbbf9	42	16		pickpockts in the country! I found a girl of your size at the shop. I just called her in. Yes, it is dicoction ! Don't		ç³yìþ™óþV>° çÜ…™èþMæü… ò³rt¯èþ$ !	3:213.5	prose no-rom
I9565523ca71e	42	17				ÝëÈ ÝëÆŠÿ! ¯óþ¯èþ$ CÐéÓâæý òÜËÐèþ# Ò$§æþ E¯é²¯èþ$. BïœçÜ$ÌZ °{§æþ´ù™èþ$¯é²Ðèþ#. C¨ ±	3:438.4	prose no-en no-rom
I6005fc79d1a7	42	18		See how big pen I brought for you! This is my gift for your birthday.  Once you		C…sZÏ °{§æþç³rtMæü´ù™óþ CMæüPyìþMìü Ðèþ^éa¯èþ$. CËÏ¯èþ$Mæü$¯é²Ðé? BïœçÜ¯èþ$Mæü$¯é²Ðé?	3:450.4	prose no-rom
I00b178a66b9f	42	19		Mom! Arn't you finished gossiping Has subbarao passed the examination or		A¨ MæüÚëÄæý$Ðóþ$! CÐéÓâæý	4:179.2	prose no-rom
I8033e8d5d6df	42	20		Mom! Arn't you finished gossiping yet? Now-a-days there are a lot more Has subbarao passed the examination or not !		d! D f¯èþÃÌZ ±Mæü$ M>ïœ	4:190.3	prose no-rom
I8033e8d5d6df	42	21		Mom! Arn't you finished gossiping yet? Now-a-days there are a lot more Has subbarao passed the examination or not !		Væü*yé  M>ïœ´÷yìþ	4:191.2	prose no-rom
I6b4ea7c98320	42	22		yet? Now-a-days there are a lot more pickpockts in the country! You asked me to buy sandles for you, didn't you ! not !		^ðþÄæý$År… Æ>§æþ$.	4:202.2	prose no-rom
I7010255a5854	42	23		Now-a-days there are a lot more pickpockts in the country! You asked me to buy sandles for you, didn't you ! not !		¡çÜ$Mæü$Æ>Ðèþr… Ðèþ$Ça´ùMæü…yìþ!	4:203.1	prose no-rom
I830d272dbbf9	42	24		pickpockts in the country! I found a girl of your size at the shop. I just called her in. Yes, it is dicoction ! Don't		MæüÚëÄæý$…ÌêV> E…¨.	4:214.2	prose no-rom
I7182d0e9a2aa	42	25		KEPT HERE? Ramu still doesn't have any teeth.		G…™èþ ò³§æþª MæüË… ™ðþ^éa¯ø ^èþ*yæþ$. C¨ ± ç³#sìýt¯èþÆøk M>¯èþ$Mæü. JMæüÝëÇ íÜÆ> ´ùõÜ¢ JMæü	4:426.0	prose no-rom
I9daa359ba691	42	26				¯èþÐèþË ç³NÇ¢^ðþÄæý$ÅÐèþ^èþ$a!	4:438.0	prose no-en no-rom
Idc4549110c0d	42	27				çÜ$»ê¾Æ>Ðèþ# ç³È„æü ´ëçÜÄæý*Åyé M>Ìôý§é!	5:170.2	prose no-en no-rom
I6dda79bd4e06	42	28		Hell with your habit ! This is I won't sign without taking our son's progress report ! Dassara bakshies. forget to bring coffee Nonsense! You can't learn powder today also! how to make coffee in		¯èþ¯èþ²yæþ$Væü$™éÐóþ…? Ðéyìþ	5:234.7	prose no-rom
Ic12efaaa29ca	42	29		Dassara bakshies. powder today also! how to make coffee in your life time. It is just		™èþËÒ$§æþ sZï³	5:246.6	prose no-rom
Ib70ac8dfad27	42	30		UNIT 7 your life time. It is just like dicoction.		Mæü°í³…^èþr…Ìôý§é !	5:258.8	prose no-rom
I65867878dffa	42	31				"""""Aº¾! ç³¯èþ$² ¯ðþí³µV> E…¨.''"	5:327.7	prose no-en no-rom
I1f3bc6708bc6	42	32				"""""Ðèþ$Ò$Ã! ç³…sìý¯ðþí³µ A…sôý HÑ$sìý?"	5:339.7	prose no-en no-rom
Iaab966b982dd	42	33				Æ>Ðèþ$*Mæü$ ç³…sìý¯ðþí³µ A…sôý HÑ$sZ AçÜÌôý	5:351.6	prose no-en no-rom
I872385d43350	42	34				™ðþÍÄæý$§æþ$. M>Ææÿ×ý…? Æ>Ðèþ$*Mæü$ AçÜË$ ç³âôýÏ ÌôýÐèþ#!	5:363.5	prose no-en no-rom
