guid	lesson	seq	speaker	en	rom	legacy	keys	flags
Idf2c76f852da	25	11	ÔèýÆæÿÃ	Yeah!  All people in our locality are good.  No bad people here. There is one house vacant be- side my house.  Come with me.		ÔèýÆæÿÃ : B!  Ðèþ* õ³rÌZ A…§æþÆæÿ* Ðèþ$…_& Ðéâôýå.  ^ðþyæþzÐéâôýå ÌôýÆæÿ$.  Ðèþ* C…sìý ç³MæüP¯èþ JMæü CË$Ï E…¨; Æ>!	1:468.1;1:481.9;1:495.7	no-rom
I9f435ad2506e	25	12	{ç³Ýë§Šþ	Now the time is not sufficient. It is not known whether bus is available or not.		{ç³Ýë§Šþ : Cç³šyæþ$ sñýO… ^éË§æþ$.  ºçÜ$Þ Mæü*yé E…§ø Ìôý§ø!	1:523.3;1:537.1	no-rom
I68807c3b1197	25	13	ÔèýÆæÿÃ	Tomorrow is holiday.  Isn’t it? Come tomorrow morning.		ÔèýÆæÿÃ : Æóÿç³# òÜËÐóþ Mæü§é!  Æóÿç³# E§æþÄæý$… Æ>!	1:564.7;1:578.6	no-rom
Id6d614a58483	25	14	{ç³Ýë§Šþ	Okay.		{ç³Ýë§Šþ : AÌêVóü!	1:606.2	no-rom
I00863d5d0c1d	25	15	ÔèýÆæÿÃ	Come on, Prasad.  Our neighbouring house is vacant. But the kitchen is small.		ÔèýÆæÿÃ : Æ> {ç³Ýë§Šþ! Ðèþ* ç³MæüP CË$Ï RêäV>¯óþ E…¨.  M>° Ðèþ…rÆÿ$$Ë$Ï _¯èþ²¨.	2:178.7;2:192.5	no-rom
I1f0d06614959	25	16	{ç³Ýë§Šþ	Come on; show it.		{ç³Ýë§Šþ : ç³§æþ.  ^èþ*í³…^èþ$.	2:220.1	no-rom
Iaaf907baae03	25	17	ÔèýÆæÿÃ	Come.  This is the house.  This Papa is the daughter of the landlord. Papa! What is your sister doing?		ÔèýÆæÿÃ : Æ>!  C§óþ CË$Ï.  D ´ëç³ C…sìý& Ðéâæýå AÐèþ*ÃÆÿ$$.  ´ë´ë!  AMæüPÄæý$Å H… ^óþÝù¢…§æþÐèþ*Ã?	2:247.7;2:261.5;2:275.3	no-rom
Ie26d67540e69	25	18	´ëç³	My elder sister is in the kitchen, sir!  She is cooking.  The younger sister is playing with a girl from next door.  All the time she indulges in games.		´ëç³ : ò³§æþªMæüPÄæý$Å Ðèþ…rÆÿ$$…sZÏ E¯èþ²§æþ…yîþ. Ðèþ…r^óþÝù¢…¨.  _¯èþ²MæüPÄæý$Å ç³MæüPÐéâæýå AÐèþ*ÃÆÿ$$™ø Byæþ$™ø…¨.  §é°Mìü Gç³šyæþ* BrÌôý¯èþ…yîþ!	2:302.7;2:316.5;2:330.3;2:344.1	no-rom
Ic37bb01f663f	25	19	ÔèýÆæÿÃ	You too play!		ÔèýÆæÿÃ : ¯èþ$Ðèþ#Ó Mæü*yé Byæþ$.	2:371.7	no-rom
I4cea79f24186	25	20	´ëç³	Playing in the mornings is not good, sir!		´ëç³ : E§æþÄæý$… Byæþr… Ðèþ$…_¨ M>§æþ…yîþ!	2:399.3	no-rom
I67a39a279b8d	25	21	ÔèýÆæÿÃ	I see!  You are a good girl. Take these chocolates.		ÔèýÆæÿÃ : AÌêV>!  ¯èþ$Ðèþ#Ó ^éÌê Ðèþ$…_§é°Ñ. D ^éMðüÏr$Ï ¡çÜ$Mø!	2:426.9;2:440.7	no-rom
I2206b496bae3	25	22	´ëç³	One is enough, sir!  Eating too much is not good.		´ëç³ : JMæüsìý ^éË…yîþ!  GMæü$PÐèþV> †¯èþr… Ðèþ$…_¨ M>§æþ$.	2:468.1;2:481.9	no-rom
I102f0594b676	25	23	{ç³Ýë§Šþ	Papa! What are you studying presently.		{ç³Ýë§Šþ : ´ë´ë!  Cç³šyæþ$ ¯èþ$ÐóþÓ… ^èþ§æþ$Ðèþ# ™èþ$¯é²Ðèþ#?	2:509.5;2:523.3	no-rom
I764ed91c963b	25	24	´ëç³	I am not studying anything now, sir!  I am putting on a wrap- per to this book.		´ëç³ : Cç³šyæþ$ ¯óþ¯èþ$ ^èþ§æþÐèþr…Ìôý§æþ…yîþ! ç³#çÜ¢M>°Mìü Art ÐóþçÜ$¢¯é²¯èþ$.	2:550.9;2:564.7	no-rom
I177c196b41e4	25	25	{ç³Ýë§Šþ	No, not that my dear!  I am saying what class are you in now.		{ç³Ýë§Šþ : A¨ M>§æþÐèþ*Ã!  ¯èþ$Ðèþ#Ó Cç³šyæþ$ G¯ø² ™èþÆæÿVæü† ^èþ§æþ$Ðèþ#™èþ$¯é²Ðèþ# A…r$¯é²¯èþ$.	2:592.4;2:606.2;2:619.7	no-rom
I3eb2303fb4db	25	26	´ëç³	I am in second standard, sir!		´ëç³ : Æðÿ…yø ™èþÆæÿVæü† ^èþ§æþ$Ðèþ#™èþ$¯é²¯èþ…yîþ!	3:179.8	no-rom
I99d5b1098276	25	27	{ç³Ýë§Šþ	I see!  What lesson are they teaching now in your school?		{ç³Ýë§Šþ : AÌêV>!  Cç³šyæþ$ Ò$ ºâZå H… ´ëuæÿ… ^ðþç³#¢¯é²Ææÿ$?	3:210.2;3:225.4	no-rom
Iffc0be0e99fa	25	28	´ëç³	Now they are not teaching any lessons, sir.  They are telling stories, and teaching songs. They are also teaching draw- ing pictures.		´ëç³ : Cç³šyæþ$ ´ëu>Ë$ ^ðþç³µr… Ìôý§æþ…yîþ! Mæü£æþË$, ´ërË$ ^ðþº$™èþ$¯é²Ææÿ$. »ŸÐèþ$ÃË$ ÐðþÄæý$År… Mæü*yé ¯óþÆæÿ$µ& ™èþ$¯é²Ææÿ$.	3:255.9;3:271.1;3:286.3;3:301.5	no-rom
I8d69ae3855e3	25	29	ç³Ýë§Šþ	Then, sing a song.		ç³Ýë§Šþ : H¨, JMæü ´ër ´ëyæþ$.	3:332.0	no-rom
Idc880241b0c7	25	30	´ëç³	I am singing.  Please listen, sir.		´ëç³ : ´ëyæþ$™èþ$¯é²¯èþ$; Ñ¯èþ…yìþ.	3:362.4	no-rom
