guid	lesson	seq	speaker	en	rom	legacy	keys	flags
I457f1307752c	29	11	ÆæÿÑ	A crowd of people is gathering on the road.		ÆæÿÑ : Æøyæþ$z Ò$§æþ f¯èþ… Væü$Ñ$Væü*yæþ$™èþ$¯é²Ææÿ$.	1:398.7	no-rom
I9621c9375583	29	12	Ðèþ*çÙtÆæÿ$	Why?		Ðèþ*çÙtÆæÿ$ : G…§æþ$Mæü$?	1:427.9	no-rom
I30d4cb0f2d66	29	13	ÆæÿÑ	Something is happening there. Some one is making different kinds of flowers with paper.		ÆæÿÑ : AMæüPyæþ H§ø Ñ…™èþ fÆæÿ$Væü$™ø…¨.  JMæü A»ê¾Æÿ$$ M>Æÿ$$™éË™ø ÆæÿMæüÆæÿM>Ë ç³NË$ ™èþÄæý*Ææÿ$ ^óþçÜ$¢¯é²yæþ$.	1:457.4;1:472.0;1:486.6	no-rom
I74c27bea6688	29	14	Ðèþ*çÙtÆæÿ$	Mohan!  You can watch the fun later but pay attention to the lesson first.  Children!  Have you all seen the film Tippu Sultan?		Ðèþ*çÙtÆæÿ$ : Ððþ*çßý¯Œþ!  Ñ…™èþ ™èþÆ>Ó™èþ ^èþ*yæþ-& Ðèþ^èþ$a. Ðèþ$$…§æþ$ ´ëuæÿ… Ñ¯èþ$. í³ËÏË*!  Ò$Ææÿ…§æþÆæÿ* sìýç³š çÜ$Ìê¢¯Œþ íÜ°Ðèþ* ^èþ*ÔéÆ>?	1:515.8;1:530.4;1:545.0;1:559.6	no-rom
Id4bdbccdff65	29	15	í³ËÏË$	We have seen it sir.		í³ËÏË$: ^èþ*Ôé… ÝëÆŠÿ.	1:588.8	no-rom
I8b853ce3bd7c	29	16	ÑfÄæý$	I did not see, sir.		ÑfÄæý$: ¯óþ¯èþ$ ^èþ*yæþÌôý§æþ…yìþ.	1:618.3	no-rom
I7e98e53bb7d8	29	17	Ðèþ*çÙtÆæÿ$	It is a good film.  See it.  Have you all done your home- work? Have you all read the sixth lesson?		Ðèþ*çÙtÆæÿ$ : ^éÌê Ðèþ$…_ íÜ°Ðèþ*.  ^èþ*yæþ$. A…§æþÆæÿ* çßZÐŒþ$ÐèþÆŠÿP ^óþÔéÆ>?  BÆø ´ëuæÿ… ^èþ¨ÐéÆ>?	2:179.8;2:195.0;2:210.2	no-rom
I63078a17a608	29	18	Vøí³	I have not done my home-work, sir.  But I have read the lesson.		Vøí³ : ¯óþ¯èþ$ çßZÐŒþ$ÐèþÆŠÿP ^ðþÄæý$ÅÌôý§æþ$ ÝëÆŠÿ. ´ëuæÿ… ^èþ¨Ðé¯èþ$.	2:240.7;2:255.9	no-rom
Ia8d620529080	29	19	ÑfÄæý$	I did not read the lesson, sir.  My father did not buy the book (for me yet).  Now those books are not available, sir!		ÑfÄæý$: ¯óþ¯èþ$ ´ëuæÿ… ^èþ§æþÐèþÌôý§æþ$ Ðèþ*çÙtÆæÿ$ V>Ææÿ*!  Ðèþ* ¯é¯èþ²V>Ææÿ$ ç³#çÜ¢Mæü… Mö¯èþÌôý§æþ$.  Cç³šyæþ$ B ç³#çÜ¢M>Ë$ §öÆæÿMæür… Ìôý§æþ…yìþ.	2:286.3;2:301.5;2:316.8;2:332.0	no-rom
I35a1666e5cae	29	20	Ðèþ*çÙtÆæÿ$	I see! There is a book-stall in the main bazar.  Did you ask (enquire) there?		Ðèþ*çÙtÆæÿ$ : AÌêV>!  ò³§æþªºgêÆæÿ$ÌZ JMæü ç³#çÜ¢M>Ë Mör$t…¨.  AMæüPyæþ AyìþV>Æ>?þ	2:362.4;2:377.7	no-rom
I3dfd05f10a7a	29	21	ÑfÄæý$	We did not go there, sir.		ÑfÄæý$: AMæüPyìþMìü ÐðþâæýåÌôý§æþ…yìþ.	2:408.1	no-rom
I4d7f2cbaf7d5	29	22	ÆæÿÑ	Those books have not yet come into the market, sir.		ÆæÿÑ : B ç³#çÜ¢M>Ë$ C…M> Ðèþ*ÆðÿPr$tÌZMìü Æ>Ìôý§æþ$ ÝëÆŠÿ.	2:438.6;2:453.8	no-rom
I4aa88bd5e473	29	23	Ðèþ*çÙtÆæÿ$	Okay!  Did I tell you about Srirangapatnam before?		Ðèþ*çÙtÆæÿ$ : çÜÆóÿ!  Ò$Mæü$ ¯óþ¯èþ$ C…™èþMæü$ Ðèþ$$…§æþ$ }Ææÿ…Væüç³r²… Væü$Ç…_ ^ðþ´ëµ¯é?	2:484.2;2:499.5	no-rom
Iead628a301c2	29	24	ÆæÿÑ	You did not tell, sir!  The His- tory teacher told us.		ÆæÿÑ : Ò$Ææÿ$ ^ðþç³µÌôý§æþ$ ÝëÆŠÿ!  ^èþÇ{™èþ Ðèþ*çÙtÆæÿ$V>Ææÿ$ ^ðþ´ëµÆæÿ$.	2:529.9;2:545.1	no-rom
Ia9f7cad8e271	29	25	Ðèþ*	Have you seen Srirangapatnam?		Ðèþ* : Ò$Ææÿ$ }Ææÿ…Væüç³r²… ^èþ*ÔéÆ>?	2:575.6	no-rom
Idbd4ed7533e6	29	26	ÆæÿÑ	No, sir!		ÆæÿÑ : ^èþ*yæþÌôý§æþ$ ÝëÆŠÿ.	2:606.0	no-rom
I0dd1a982e3a9	29	27	Ðèþ*	On the Sunday, the day-after- tomorrow, let's all go to Srirangapatnam.		Ðèþ* : GË$Ï…yìþ B¨ÐéÆæÿ… Ðèþ$¯èþ… A…§æþÆæÿ… }Ææÿ…Væüç³r²… Ððþâêª….	3:179.8;3:195.0	no-rom
I43629e03e600	29	28	ÔèýÆæÿÃ	Ravi!  Is this the time to wash the scooter?		ÔèýÆæÿÃ : ÆæÿÒ!  Cç³šyé çÜ*PrÆæÿ$ MæüyæþVæür…?	3:252.8	no-rom
Iadd3da9b6231	29	29	ÆæÿÑ	Today is Sunday.  Isn't it?		ÆæÿÑ : CÐóþÓâæý B¨ÐéÆæÿ… Væü§é?	3:283.3	no-rom
I78862d1500ad	29	30	ÔèýÆæÿÃ	I am planning to go tot Sriranga patnam today.  Why don't you also come?		ÔèýÆæÿÃ : ¯óþ°ÐóþÓâæý }Ææÿ…Væüç³r²… Ððþâêª… A¯èþ$Mæü$…r$¯é²¯èþ$.  ¯èþ$Ðèþ#Ó Væü*yé Æ>Æ>§æþ*!	3:313.7;3:328.9;3:344.2	no-rom
Iea70a6763fb7	29	31	ÆæÿÑ	By scooter?		ÆæÿÑ : çÜ*PrÆæÿ$ Ò$§é?	3:374.6	no-rom
I36a8b09f1b1e	29	32	ÔèýÆæÿÃ	Yes.		ÔèýÆæÿÃ : AÐèþ#¯èþ$.	3:405.1	no-rom
I4cb635ea39a7	29	33	ÆæÿÑ	I too want to see Srirangapatnam. But I want to be at home this Sunday.  So far I did not see Srirangapatnam.		ÆæÿÑ : ¯éMæü$ Mæü*yé }Ææÿ…Væüç³r²… ^èþ*§éª… A° E…¨.  M>° D B¨ÐéÆæÿ… àÆÿ$$V> C…sZÏ E…§é… A¯èþ$& Mæü$…r$¯é²¯èþ$.  ¯óþ¯èþ$ C…™èþÐèþÆæÿMæü* }Ææÿ…Væüç³r²… ^èþ*yæþÌôý§æþ$.	3:435.5;3:450.7;3:465.9;3:481.2;3:496.4	no-rom
Icdbcec080a78	29	34	ÔèýÆæÿÃ	You haven't seen Srirangapatnam yet?  Then come on start!		ÔèýÆæÿÃ : ¯èþ$ÑÓ…™èþÐèþÆæÿMæü* }Ææÿ…Væüç³r²… ^èþ*yæþÌôý§é? AÆÿ$$™óþ ºÄæý$ÌôýªÆæÿ$.	3:526.8;3:542.1	no-rom
I7f3ada2450e1	29	35	ÆæÿÑ	No.  Let's not go to Sriranga patnam today.  Let's go to zoo.		ÆæÿÑ : M>§æþ$.  CÐóþÓâæý Ðèþ$¯èþ… }Ææÿ…Væüç³r²… ÐðþâæýåÐèþ§æþ$ª.  lMæü$ Ððþâêª….	3:572.5;3:587.7	no-rom
I9621c9375583	29	36	ÔèýÆæÿÃ	Why?		ÔèýÆæÿÃ : H…?	3:618.2	no-rom
I726199a21ccc	29	37	ÆæÿÑ	There is a festival in Sriranga- patnam today.  There will be a lot of people.  It will not be possible to go in that heavy rush.		ÆæÿÑ : CÐóþÓâæý }Ææÿ…Væüç³r²…ÌZ H§ø E™èþÞÐèþ… fÆæÿ$Væü$™ø…¨.  f¯èþ… ^éÌê Ðèþ$…¨ ÐèþÝë¢Ææÿ$.  B f¯èþ…ÌZ Ððþâæýår… MæüçÙt….	4:179.4;4:194.2;4:208.8;4:223.6	no-rom
I17e7d5a9e0ba	29	38	ÔèýÆæÿÃ	All right!  We will go to the zoo today.  My wife will also be coming.  Why don't you bring your wife too?		ÔèýÆæÿÃ : çÜÆóÿ!  CÐóþÓâæý l ^èþ*§éª….  Ðèþ* BÑyæþ Væü*yé ÐèþçÜ$¢¯èþ²¨.  Ò$ BÑyæþ¯èþ$ Mæü*yé ¡çÜ$Mæü$ Æ>Æ>§æþ*!	4:253.0;4:267.6;4:282.5	no-rom
I86098f766c7a	29	39	ÆæÿÑ	Okay!  All of us will go.		ÆæÿÑ : AÌêVóü!  A…§æþÆæÿ… Ððþâêª….  ç³§æþ!	4:311.9	no-rom
Ia1ba6d99b977	29	40	ÔèýÆæÿÃ	We should not go that side.  That is one-way traffic.  Yesterday I was coming on this road from the college side.  Then the police caught hold of me.		ÔèýÆæÿÃ : Ar$ÐðþâæýåMæü*yæþ§æþ$.  A¨ Ðèþ¯Œþ Ðóþ {sêíœMŠü.  ¯óþ¯èþ$ °¯èþ² D Æøyæþ$z Ò$§æþ M>Ìôýi ÐðþOç³# °…_ ÐèþçÜ$¢¯é²¯èþ$. Aç³šyæþ$ ´ùÎçÜ$ ç³r$tMæü$¯é²yæþ$.	4:341.3;4:355.9;4:370.7;4:385.3	no-rom
