guid	lesson	seq	speaker	en	rom	legacy	keys	flags
I67a30f80ccf4	13	24	Vøí³	Giri!  How many marks did you get in Telugu?		Vøí³ : WÈ!  ±Mæü$ ™ðþË$Væü$ÌZ G°² Ðèþ*Ææÿ$PË$?	3:179.8;3:195.0	no-rom
I554847be1613	13	25	WÇ	I got sixtyfour percent.		WÇ : ¯éMæü$ ¯èþ*sìýMìü AÆæÿÐðþO¯éË$Væü$.	3:210.2	no-rom
I842efd098ddf	13	26	Vøí³	How many did Hari get and how many did Raju?		Vøí³ : çßýÇMìü G°²?  Æ>kMæü$ G°²?	3:240.7	no-rom
Iffbe54118d95	13	27	WÇ	Hari got 70.   Raju got 72.		WÇ : çßýÇMìü yðþ»ñýOüÂ.  Æ>kMæü$ yðþ»ñýOüÂÆðÿ…yæþ$.	3:271.1	no-rom
I3a816256ebff	13	28	Vøí³	How many did Susila get and how many did Gowri.		Vøí³ : çÜ$ÖËMðü°²?  VúÇMðü°²?	3:301.5	no-rom
I434bea5c2538	13	29	WÇ	Susila got 80 and Gowri 81.		WÇ : çÜ$ÖËMæü$ G¯èþ¿ñýO.  VúÇMìü G¯èþ¿ñýOJMæüsìý.	3:332.0	no-rom
I586d862a96d3	13	30	Vøí³	Hello, Mr. Sarma!  How many marks did you get in mathematics?		Vøí³ : HÐèþ$…yîþ ÔèýÆæÿÃV>Ææÿ*!  Ò$Mæü$ ÌñýMæüPËÌZ G°² Ðèþ*Ææÿ$PË$?	3:362.4;3:377.7	no-rom
I89f80346bb47	13	31	ÔèýÆæÿÃ	I got cent percent.		ÔèýÆæÿÃ : ¯èþ*sìýMìü ¯èþ*Ææÿ$ Ðèþ*Ææÿ$PË$.	3:408.1	no-rom
I5d5787687f9d	13	32	Vøí³	How many in science?		Vøí³ : òÜO¯èþ$ÞÌZ G°²?	3:438.6	no-rom
Id101be948b7c	13	33	ÔèýÆæÿÃ	Ninetysix.		ÔèýÆæÿÃ : ™ö…¿ñýOBÆæÿ$.	3:469.0	no-rom
Icf874b94af9e	13	34	çÜ$º¾Äæý$Å	Hello, Mr. Giri!  How many brothers are you?		çÜ$º¾Äæý$Å : HÐèþ$…yîþ! WÇV>Ææÿ*  Ò$Ææÿ$ G…™èþÐèþ$…¨ A¯èþ²§æþÐèþ$$ÃË$?	3:511.6;3:526.8	no-rom
Ifd09e2f91ad6	13	35	WÇ	I have no brothers, sir!  I am only one.		WÇ : ¯éMæü$ A¯èþ²§æþÐèþ$$ÃË$ ÌôýÆæÿ…yîþ!  ¯óþ¯èþ$ JMæü×ôý~.	3:557.2;3:572.5	no-rom
I85dab9ef44a9	13	36	çÜ$º¾Äæý$Å	Ms. Sarala! How many sisters are you?		çÜ$º¾Äæý$Å : çÜÆæÿâæýV>Ææÿ*!  Ò$Ææÿ$ G…™èþÐèþ$…¨ AMæüPgñýÌñýÏâæý$å?	3:602.9;3:618.1	no-rom
I9a431a727706	13	37	çÜÆæÿâæý	I too have no sisters, sir!  I am also (only) one.		çÜÆæÿâæý : ¯éMæü$ Mæü*yé AMæüPgñýÌñýÏâæý$å ÌôýÆæÿ…yîþ. ¯óþ¯èþ* JMæü™ðþ¯óþ!	4:179.8;4:195.0	no-rom
I739bd34af719	13	38	çÜ$º¾Äæý$Å	Hello, sir!  How many brothers are you?		çÜ$º¾Äæý$Å : HÐèþ$…yîþ! Æ>Ðèþ*Æ>Ðèþ#V>Ææÿ*!  Ò$Ææÿ$ G…™èþÐèþ$…¨ A¯èþ²§æþÐèþ$$ÃË$?	4:225.4;4:240.7	no-rom
I7580c46b7468	13	39	Æ>Ðèþ*Æ>Ðèþ#	We are three.  I don’t have elder brothers.  I have two younger brothers.		Æ>Ðèþ*Æ>Ðèþ# :  Ðóþ$… Ðèþ$$Væü$YÆæÿ….  ¯éMæü$ A¯èþ²Ë$ ÌôýÆæÿ$.  C§æþªÆæÿ$ ™èþÐèþ$$Ãâæý$å.	4:271.1;4:286.3	no-rom
I6d6055888377	13	40	çÜ$º¾Äæý$Å	Do you have sisters?		çÜ$º¾Äæý$Å : Ò$Mæü$ AMæüPgñýÌñýÏâæý$å E¯é²Æ>?	4:316.8	no-rom
I0715cbcdcaf9	13	41	Æ>Ðèþ*Æ>Ðèþ#	I don’t have elder sisters, sir.  I have two younger sisters.		Æ>Ðèþ*Æ>Ðèþ# : AMæüPË$ ÌôýÆæÿ…yîþ.  C§æþªÆæÿ$ ^ðþÌñýÏâæý$å.	4:347.2	no-rom
I221508aecded	13	42	çÜ$º¾Äæý$Å	Are your sisters here?		çÜ$º¾Äæý$Å : Ò$ ^ðþÌñýÏâæý$å CMæüPyóþ E¯é²Æ>?	4:377.7	no-rom
I31a0edde1915	13	43	Æ>Ðèþ*Æ>Ðèþ#	One is not here at present.  She is at my uncle’s house in Vijayawada.		Æ>Ðèþ*Æ>Ðèþ# : JMæü ^ðþÌñýÏË$ {ç³çÜ$¢™èþ… CMæüPyæþ Ìôý§æþ$.  ÑfÄæý$ÐéyæþÌZ Ðèþ* »ê»êÆÿ$$ V>Ç…sZÏ E…¨.	4:408.1;4:423.3;4:438.6	no-rom
Iaa18133fb555	13	44	çÜ$º¾Äæý$Å	Doesn’t your uncle have children?		çÜ$º¾Äæý$Å :  Ò$ »ê»êÆÿ$$V>ÇMìü í³ËÏË$ ÌôýÆ>?	4:469.0	no-rom
I659db40bc62e	13	45	Æ>Ðèþ*Æ>Ðèþ#	He has male children, and not female children.		Æ>Ðèþ*Æ>Ðèþ# : Ðèþ$Væüí³ËÏË$¯é²Ææÿ…yîþ; Byæþí³ËÏË$ ÌôýÆæÿ$.	4:499.5;4:514.7	no-rom
I83a1f013f124	13	46	çÜ$º¾Äæý$Å	Then, your uncle has sons and not daughters!		çÜ$º¾Äæý$Å : AÆÿ$$™óþ Ò$ »ê»êÆÿ$$V>ÇMìü Möyæþ$Mæü$Ë$ E¯é²Ææÿ$ M>° Mæü*™èþ$âæý$å ÌôýÆæÿ¯èþ²Ðèþ*r!	4:545.1;4:560.3;4:575.6	no-rom
Ifa1498b116a7	13	47	Æ>Ðèþ*Æ>Ðèþ#	Yes, sir!  He has two sons.		Æ>Ðèþ*Æ>Ðèþ# : AÐèþ#¯èþ…yîþ BÄæý$¯èþMæü$ C§æþªÆæÿ$ Möyæþ$Mæü$Ë$.	4:606.0;4:621.2	no-rom
