guid	lesson	seq	speaker	en	rom	legacy	keys	flags
Ibaac7d4d6e6a	57	11	çÜÆæÿâæý	Then, send your younger brother and call him.		çÜÆæÿâæý : AÆÿ$$™óþ Ò$ ™èþÐèþ$$Ã×ìý~ ç³…í³…_ í³Íí³…^èþ$.	1:489.4;1:505.0	no-rom
Iabadaa45e905	57	12	Æ>«§æþ	I myself will call him; wait.		Æ>«§æþ : ¯óþ¯óþ í³Ë$Ýë¢¯èþ$, E…yæþ$.	1:536.2	no-rom
I48ffd60604ea	57	13	çÜÆæÿâæý	Susila told us that she would not go to the movie with us to- morrow.  Didn't she?  I forced (persuaded) her to come with us and made her to accept (made her say 'yes).		"çÜÆæÿâæý : çÜ$ÖË Æóÿç³# Ðèþ$¯èþ™ø íÜ°Ðèþ*Mæü$ Æ>¯èþ$ A¯èþ²¨ Væü§é!  C…§éMæü §é°² ºËÐèþ…™èþ… ^óþíÜ §é° ^óþ™èþ ""ÐèþÝë¢¯èþ$' A°í³…^é¯èþ$."	1:567.6;1:583.3;1:598.9;1:615.1	no-rom
Icd442cdc0799	57	14	Æ>«§æþ	But I am not sure if she would come.		Æ>«§æþ : M>° A¨ ÐèþçÜ$¢…¨ A° ¯éMæü$ ¯èþÐèþ$ÃMæü… Ìôý§æþ$.	2:160.6;2:177.1	no-rom
I8cb572f151e9	57	15	çÜÆæÿâæý	No.  She would come.  I told her father also that we would take her and bring her back safely.		çÜÆæÿâæý : Ìôý§æþ$; ÐèþçÜ$¢…¨.  ¯óþ¯èþ$ Ðéâæýå ¯é¯èþ²V>Ç™ø Mæü*yé ^ðþ´ëµ¯èþ$: Ðóþ$… gê{Væü™èþ¢V> ¡çÜ$Mæü$´ùÆÿ$$ ¡çÜ$MöÝë¢… Ìôý…yìþ A°.	2:210.3;2:226.9;2:243.4;2:260.0	no-rom
Ica879dd2abc7	57	16	Æ>«§æþ	Let us see.		Æ>«§æþ : ^èþ*§éª….	2:293.2	no-rom
I390e4b08d2ec	57	17	çÜÆæÿâæý	There he is, your brother		çÜÆæÿâæý : A§æþ$Vø Ò$ A¯èþ²Äæý$Å Ðèþ^éayæþ$.	2:326.3	no-rom
If9785d34c76e	57	18	Æ>«§æþ	Brother!  Move this stone a little. It is not moving for us.		Æ>«§æþ : A¯èþ²Äæý*Å!  D Æ>Æÿ$$ Mö…^ðþ… fÆæÿ$ç³#.  Ðèþ*Mæü$ fÆæÿVæür…Ìôý§æþ$.	2:359.5;2:376.0	no-rom
Id324e3bdd853	57	19	çÜÆæÿâæý	How is that stone coming in your way?		çÜÆæÿâæý : Cç³šyæþ$ D Æ>Æÿ$$ Ò$Mæü$ H… Ayæþz… AÆÿ$$…¨?	2:409.2;2:425.8	no-rom
I4aa044313c93	57	20	Æ>«§æþ	It is blocking out way in pluck- ing flowers. As I failed in Metric, my brother in Tenth, my sister in Inter, and my father who had been enduring many hardships to support our studies has gone missing.  Any one who can provide information as to his whereabouts will be suitably rewarded.		Æ>«§æþ : ç³NË$ MöÄæý$Åsê°Mìü C¨ Ayæþz…V> E…¨. Ððþ${sìýMŠü ¯óþ¯èþ$, sñý¯Œþ¢ Ðèþ* ™èþÐèþ$$Ãyæþ$, C…rÆŠÿ Ðèþ* AMæüP òœÆÿ$$ÌŒý M>Ðèþr… ÐèþËÏ Ðèþ$Ðèþ$ÃÍ² G¯ø² AÐèþçÜ¦Ë$ ç³yìþ ^èþ¨ÑçÜ$¢¯èþ² Ðèþ* ¯é¯èþ² Mæü°í³…^èþr… Ìôý§æþ$. B^èþ*Mìü C_a¯èþ ÐéâæýÏMæü$ ™èþW¯èþ ºçßý$Ðèþ$† .....	2:458.9;2:475.5;2:506.0;2:518.0;2:529.9;2:541.8	no-rom
