guid	lesson	seq	speaker	en	rom	legacy	keys	flags
I1aa1960c84e7	55	26		was hurt severely, it died.  While throwing the stone Ravi never		§ðþº¾ »êV> ™èþVæüËr… ÐèþËÏ ^èþ_a…¨.  Æ>Æÿ$$	1:369.8	prose no-rom
I5c2a011b7687	55	27		THE PYTHON throwing the stone Ravi never thought that it would hit the crow		ÑíÜÆóÿrç³šyæþ$ A¨ B M>MìüMìü ™èþVæü$Ë$™èþ$…§æþ°,	1:385.3	prose no-rom
Ib76f48b7528e	55	28		THAT SWALLOWED and the crow would die.  He		B M>Mìü ^èþçÜ$¢…§æþ° ÆæÿÑ A¯èþ$MøÌôý§æþ$.  A¨	1:400.5	prose no-rom
Ic49565a374ad	55	29		A GOAT was afraid that somebody might scold him.  He wanted to pluck		^éÐèþr… ÐèþËÏ GÐèþÆðÿO¯é ^èþ*íÜ †yé¢ÆóÿÐðþ*¯èþ°	1:415.8	prose no-rom
Id96f99486f52	55	30		scold him.  He wanted to pluck some guavas by climbing the tree		¿æýÄæý$ç³yézyæþ$.  Æ>âæý$å ÐðþÄæý$ÅMæü$…yé ^ðþr$t GMìüP	1:431.0	prose no-rom
I75d914aeb312	55	31		Gwalior, September 26. without throwing stones any		gêÐèþ$M>Äæý$Ë$ Mø§éª… A¯èþ$Mæü$¯é²yæþ$.  ^ðþr$t	1:446.2	prose no-rom
I7b7f1f2f7f95	55	32		Gwalior, September 26. One python, while swallow- more.  But while climbing up the tree he slipped and fell down.		GMæü$P™èþ*…yæþV> M>Ë$ gêÇ Mìü…§æþ ç³yìþ´ùÄæý*yæþ$.	1:461.5	prose no-rom
I3c419d4063b1	55	33		ing a goat inside the Gwalior fort tree he slipped and fell down. The branch he was holding was		A™èþ¯èþ$ ç³r$tMæü$¯èþ² MöÐèþ$Ã Væü*yé ÑÇW´ùÆÿ$$…¨.	1:476.9	prose no-rom
Iaad5de238f9b	55	34		on the other day, was caught.  By also broken.  There was rain		Mìü…§æþ Ðé¯èþ ±âæý$å¯é²Æÿ$$.  ±âæýåÌZÏ ç³yæþr… ÐèþËÏ	1:492.2	prose no-rom
Ide79e80becec	55	35		that time more than half of the water below.  Since he fell into the water his clothes got wet.  The		A™èþ° ºrtË$ ™èþyìþíÜ´ùÄæý*Æÿ$$. Ðéâæýå ¯é¯èþ²	1:507.4	prose no-rom
I8c7c2eb7fd1b	55	36		goat’s body was inside the the water his clothes got wet.  The watch he wore without his		V>ÇMìü ^ðþç³µMæü$…yé ò³r$tMæü$° Ðèþ_a¯èþ VæüyìþÄæý*Ææÿ…	1:522.7	prose no-rom
If746e472c7fe	55	37		python’s mouth.  But the hind legs of the goat were seen outside. father’s knowledge also got wet.		Væü*yé ™èþyìþíÜ´ùÆÿ$$…¨.  ±âæý$å ™èþVæüËV>¯óþ A¨	1:537.9	prose no-rom
I4fa0172e6f71	55	38		of the goat were seen outside. People pulled it out with those The moment it fell in water, it		BW´ùÆÿ$$…¨.  Ðéâæýå ¯é¯èþ²V>Ææÿ$ Møç³µyæþ&	1:553.2	prose no-rom
I81010b70dfd5	55	39		hind legs.  The goat was still alive stopped working.  He was afraid that his father might take him to		™éÆóÿÐðþ*¯èþ° A™èþ¯èþ$ ¿æýÄæý$ç³yìþ´ùÄæý*yæþ$.  Aç³µsìýMìü	1:568.6	prose no-rom
Ia2f117dc71c4	55	40		by then.  But after a short while, task.  Thinking that his father		çÜ*PË$ sñýOÐèþ$$ AÆÿ$$´ùÆÿ$$…¨.  Ðéâæýå ¯é¯èþ²V>Ææÿ$	1:583.9	prose no-rom
I9721989f1036	55	41		it died.  The python was handed would have left for his office, he		Aç³µsìýMìü BïœçÜ$Mæü$ Ððþãå´ùÆÿ$$ E…sêÆæÿ$	1:599.1	prose no-rom
I343616879030	55	42		over to a local zoo.  The python started slowly for his home.  But, his father was in the verandah by		A¯èþ$Mæü$° Ððþ$ËÏV> C…sìýMìü ÐðþâôýåçÜÇMìü Ðéâæýå	1:614.4	prose no-rom
Id519201c9c10	55	43		weighed about 40 kilograms.  It was ten years old.  The goat the time he reached home.		¯é¯èþ²V>Ææÿ$ ÐèþÆæÿ…yéÌZ Mæü*Ææÿ$a° Ðèþ#¯é²Ææÿ$.	1:629.6	prose no-rom
