lesson	seq	speaker	en	rom	legacy	keys	flags
14	11	Ææÿ†Æ>ÐŒþ$	There the master (is coming)! Namaskaram sir! Namaskaram. Hello, Mr. Ningayya!  Who has the stomachache?		Ææÿ†Æ>ÐŒþ$ : AÆæÿ$Vø Ðèþ*çÙtÆæÿ$V>Ææÿ$.  ¯èþÐèþ$ÝëPÆæÿÐèþ$…yîþ! Æ>Ðèþ$¯èþÆæÿíÜ…çßý… : ¯èþÐèþ$ÝëPÆæÿ….  HÐèþ$…yîþ °…VæüÄæý$Å V>Ææÿ*!  GÐèþÇMìü Mæüyæþ$ç³#ÌZ ¯ðþí³µ?	1:347.2;1:377.7;1:392.9	no-rom
14	12	°…VæüÄæý$Å	My uncle. Which uncle is this?  Is he your father’s younger brother?		°…VæüÄæý$Å : Ðèþ* »ê»êÆÿ$$V>ÇMìü. Æ>Ðèþ$¯èþÆæÿíÜ…çßý… : »ê»êÆÿ$$V>Ææÿ$ A…sôý GÐèþÆæÿ$? Ò$ ¯é¯èþ²V>Ç ™èþÐèþ$$Ãyé?	1:423.3;1:453.8;1:469.0	no-rom
14	13	°…VæüÄæý$Å	No, sir!  My aunt’s husband. Aunt?  You mean your mother’s sister?		°…VæüÄæý$Å : M>§æþ…yîþ.  Ðèþ* í³°²V>Ç ¿æýÆæÿ¢. Æ>Ðèþ$¯èþÆæÿíÜ…çßý… : í³°² A…sôý Ò$ AÐèþ$ÃV>Ç ^ðþÌñýÏÌê?	1:499.5;1:529.9;1:545.1	no-rom
14	14	°…VæüÄæý$Å	Yes, sir!		°…VæüÄæý$Å : AÐèþ#¯èþ…yîþ.	1:575.6	no-rom
14	15	Ææÿ†Æ>ÐŒþ$	I too have stomachache.		Ææÿ†Æ>ÐŒþ$ : ¯éMæü$ Mæü*yé Mæüyæþ$ç³#ÌZ ¯ðþí³µ.	1:606.0	no-rom
14	16	ÔèýÆæÿÃ	I have headache.  And fever too.		ÔèýÆæÿÃ : ¯éMæü$ ™èþË¯öí³µ; fÓÆæÿ… Mæü*yé E…¨.	2:179.8	no-rom
14	17	»ñý¯èþÈj	I don’t have headache.  But I have earache.		»ñý¯èþÈj : ¯éMæü$ ™èþË¯öí³µ Ìôý§æþ$. ^ðþÑÌZ ¯ðþí³µ.	2:210.2	no-rom
14	18	°…VæüÄæý$Å	Good!  All of you take this medicine. All right. Now listen to the lesson.		°…VæüÄæý$Å : »êVæü$…¨.  A…§æþÆæÿ* D Ðèþ$…§æþ$ ¡çÜ$Mø…yìþ. Æ>Ðèþ$¯èþÆæÿíÜ…çßý… : çÜÆóÿ!  CMæü ´ëuæÿ… Ñ¯èþ…yìþ.	2:240.7;2:255.9;2:286.3	no-rom
14	19	Ææÿ†Æ>ÐŒþ$	Sir!  What is your native place? Amaravati.		Ææÿ†Æ>ÐŒþ$ : Ðèþ*çÙtÆæÿ$V>Ææÿ*!  Ò$¨ H FÆæÿ…yîþ? Æ>Ðèþ$¯èþÆæÿíÜ…çßý… : Ðèþ*¨ AÐèþ$Æ>Ðèþ†.	2:316.8;2:347.2	no-rom
14	20	Ææÿ†Æ>ÐŒþ$	In which state is it? It is in Guntur District in Andhra Pradesh.		Ææÿ†Æ>ÐŒþ$ : A¨ H Æ>çÙ‰…ÌZ E…§æþ…yîþ? Æ>Ðèþ$¯èþÆæÿíÜ…çßý… : B…{«§æþ{ç³§óþÔŒýÌZ Væü$…r*Ææÿ$ hÌêÏÌZ E…§æþ…yîþ.	2:377.7;2:408.1;2:423.3	no-rom
14	21	Ææÿ†Æ>ÐŒþ$	What (attractions) are there in your town? There are Siva temple and Buddhist Stupa.		Ææÿ†Æ>ÐŒþ$ : Ò$ FâZå HÐóþ$… E¯é²Æÿ$$? Æ>Ðèþ$¯èþÆæÿíÜ…çßý… : ÕÐéËÄæý$…, »o§æþ®çÜ*¢ç³… E¯é²Æÿ$$.	2:453.8;2:484.2;2:499.5	no-rom
14	22	Ææÿ†Æ>ÐŒþ$	What else are there? The river Krishna.  There is also a museum.		Ææÿ†Æ>ÐŒþ$ : C…M> HÐóþ$… E¯é²Äæý$…yîþ? Æ>Ðèþ$¯èþÆæÿíÜ…çßý… : Mæü–Úë~¯èþ¨ E…¨.  Ðèþ$*ÅhÄæý$… Mæü*yé E…¨.	2:529.9;2:560.3;2:575.6	no-rom
14	23	Ææÿ†Æ>ÐŒþ$	Is there a rail connection to your town? No.  There is only bus connection.		Ææÿ†Æ>ÐŒþ$ : Ò$ FÇMìü ÆðÿOË$ E…§é? Æ>Ðèþ$¯èþÆæÿíÜ…çßý… : ÆðÿOË$ Ìôý§æþ$; ºçÜ$Þ Ðèþ*{™èþÐóþ$ E…¨.	2:606.0;3:179.6;3:194.2	no-rom
14	24	Ææÿ†Æ>ÐŒþ$	Is there telephone connection to your town? Yes, there is.  Where is your (native) town?		Ææÿ†Æ>ÐŒþ$ : Ò$ FÇMìü ¸ù¯èþ$ E…§é? Æ>Ðèþ$¯èþÆæÿíÜ…çßý… : E…¨.  Ò$ FÆæÿ$ GMæüPyæþ E…§æþ…yîþ?	3:223.8;3:253.4;3:268.2	no-rom
14	25	Ææÿ†Æ>ÐŒþ$	My (native) town is in Haryana. Yes, you are a Haryana person, aren’t you?  How many of you are Haryana people? How many Kerala persons?  and how many Orissa persons?		Ææÿ†Æ>ÐŒþ$ : Ðèþ* FÆæÿ$ çßýÆ>Å¯éÌZ E…¨ Æ>Ðèþ$¯èþÆæÿíÜ…çßý… : AÐèþ#¯èþ$, Ò$Ææÿ$ çßýÆ>Å¯é& ÐéÆæÿ$ Mæü§æþ*!  Ò$ÌZ G…™èþÐèþ$…¨ çßýÆ>Å¯é Ðéâæý$å? G…™èþÐèþ$…¨ MóüÆæÿâæý& Ðéâæý$å? G…™èþ-Ðèþ$…¨ JÇÝëÞÐéâæý$å?	3:297.9;3:327.5;3:342.3;3:357.1;3:371.7	no-rom
14	26	Ðèþ$–™èþ$Å…fÄŒý$	Amongst us I am the one Orissa person.  He is a Keralite. Mukharjee!  you are a Bengali, aren’t you?		Ðèþ$–™èþ$Å…fÄŒý$ : Ðèþ*ÌZ ¯óþ¯èþ$ JMæü×ìý~ JÇÝëÞ Ðé×ìý~.  BÄæý$¯èþ MóüÆæÿâæýÐéyæþ$.  Ðèþ$$QÈj ¯èþ$Ðèþ#Ó »ñý…V>ÎÐéyìþÑ Mæü§æþ*! þ	3:401.4;3:416.2;3:431.0	no-rom
14	27	Ðèþ$$QÈj	Yes.		Ðèþ$$QÈj : AÐèþ#¯èþ$.	3:460.6	no-rom
14	28	Ðèþ$–™èþ$Å…fÄŒý$	The remaining persons are Haryana people. Then, the remaining ten persons are Haryana people.		Ðèþ$–™èþ$Å…fÄŒý$ : ™èþMìüP¯èþ Ðéâæý$å çßýÆ>Å¯éÐéâæý$å. Æ>Ðèþ$¯èþÆæÿíÜ…çßý… : AÆÿ$$™óþ ™èþMìüP¯èþ ç³¨Ðèþ$…¨ çßýÆ>Å¯éÐéâæý$å A¯èþ²Ðèþ*r.	3:490.3;3:519.9;3:534.5	no-rom
14	29	ÔèýÆæÿÃ	No, sir!  He is a Madhya Pradesh person.  He is a Marathi person.  Only we eight are Haryana persons.		ÔèýÆæÿÃ : M>§æþ…yîþ!  A™èþ¯èþ$ Ðèþ$«§æþÅ{ç³§óþÔŒýÐéyæþ$. C™èþ¯èþ$ Ðèþ$Æ>wÐéyæþ$.  G°Ñ$¨ Ðèþ$…¨Ðóþ$ çßýÆ>Å¯éÐéâæýå….	3:564.1;3:578.9;3:593.8	no-rom
14	30	±Ææÿf	It is not correct, sir!  Out of the eight only five are Haryana persons.   I am a Karnataka person.  She is also a Karnataka person.  We two are Karnataka persons.  Jyothi!  You are a Maharashtrian, aren’t you?		±Ææÿf : ™èþç³µ…yîþ!  G°Ñ$¨Ðèþ$…¨ÌZ I§æþ$Væü$Æóÿ çßýÆ>Å¯éÐéâæý$å.  ¯óþ¯èþ$ MæüÆ>~rMæü§é°².  DÐóþ$ MæüÆ>~rMæü§óþ. Ðóþ$Ñ$§æþªÆæÿ… MæüÆ>~rMæüÐéâæýå….  gZÅ¡! ¯èþ$Ðèþ#Ó Ðèþ$àÆ>çÙ‰§é°Ñ Mæü§æþ*!	4:179.8;4:195.0;4:209.8;4:224.6;4:239.2	no-rom
14	31	gZÅ†	Yes. Yes, Ms. Niraja!  You are a Kannada person.  She is also a Kannada person.  She is a Maharashtrian.		gZÅ† : AÐèþ#¯èþ$. Æ>Ðèþ$¯èþÆæÿíÜ…çßý… : AÐèþ#¯èþ$ ±ÆæÿfV>Ææÿ*!  Ò$Ææÿ$ Mæü¯èþ²yæþ…ÐéÆæÿ$. BÐóþ$ Mæü¯èþ²yæþ…ÐéÆóÿ! DÐðþ$ Ðèþ$àÆ>çÙ‰ÐéÆæÿ$.	4:283.5;4:312.9;4:327.5;4:342.3	no-rom
14	32	±Ææÿf	Sir!  You are a Telugu person, aren’t you? Yes madam.  Ms. Jyothi!  You are the only Marathi person, aren’t you?		±Ææÿf : Ðèþ*çÙtÆæÿ$V>Ææÿ*!  Ò$Ææÿ$ ™ðþË$Væü$ÐéÆæÿ$ Mæü§æþ*? Æ>Ðèþ$¯èþÆæÿíÜ…çßý… : AÐèþ#¯èþ…yîþ.  gZÅ†V>Ææÿ*! Ò$Ææÿ$ JMæüÆóÿ Ðèþ$Æ>wÐéÆæÿ$ Mæü§é!	4:371.8;4:386.4;4:415.8;4:430.6	no-rom
14	33	gZÅ†	Yes, sir!  I am the only Marathi person.		gZÅ† : AÐèþ#¯èþ…yîþ! ¯óþ¯èþ$ JMæü§é¯óþ² Ðèþ$Æ>w §é°².	4:460.0;4:474.6	no-rom
14	34	±Ææÿf	Sir!  Now teach the lesson. This itself is the lesson.  Okay! Listen to this too.		±Ææÿf : Ðèþ*çÙtÆæÿ$V>Ææÿ*!  C Mæü ´ëuæÿ… ^ðþç³µ…yìþ. Æ>Ðèþ$¯èþÆæÿíÜ…çßý… : C§æþ$Vø, C§óþ ´ëuæÿ….  çÜÆóÿ! C¨ Mæü*yé Ñ¯èþ…yìþ.	4:504.1;4:533.5;4:548.3	no-rom
14	35	MæüÐèþ$Ë	Sarala!  You are a nice girl.		MæüÐèþ$Ë : çÜÆæÿâê! ¯èþ$Ðèþ#Ó Ðèþ$…_§é°Ñ.	4:596.0	no-rom
14	36	çÜÆæÿâæý	I am a nice girl.   And, are you not a nice girl?		çÜÆæÿâæý : ¯óþ¯èþ$ Ðèþ$…_§é¯óþ²!  Ðèþ$Ç ¯èþ$Ðèþ#Ó Ðèþ$…_§é°Ñ M>§é?	5:179.4;5:194.2	no-rom
14	37	MæüÐèþ$Ë	I am also a nice girl.  We both are nice girls.  What are those flowers?		MæüÐèþ$Ë : ¯óþ¯èþ$ Mæü*yé Ðèþ$…_§é¯óþ².  Ðèþ$¯èþ… C§æþªÆæÿ… Ðèþ$…_Ðéâæýå….  AÑ H… ç³NË$?	5:223.6;5:238.2;5:253.0	no-rom
14	38	çÜÆæÿâæý	Which ones?  The white flowers or the red flowers?		çÜÆæÿâæý : HÑ?   ™ðþËÏ ç³NÌê?  G{Ææÿ ç³NÌê?	5:282.5	no-rom
14	39	MæüÐèþ$Ë	Those red flowers.		MæüÐèþ$Ë : B G{Ææÿ ç³NË$.	5:311.9	no-rom
14	40	çÜÆæÿâæý	The red ones are roses.		çÜÆæÿâæý : G{ÆæÿÑ Væü$Ìê½ç³NË$.	5:341.3	no-rom
14	41	MæüÐèþ$Ë	The white one is jasmine, isn’t it? Yes, it is.  Do you have a jasmine plant in your house.		MæüÐèþ$Ë : ™ðþËÏ¨ Ðèþ$ÌñýÏç³#Ðèþ#Ó Mæü§æþ*! çÜÆæÿâæý : Ò$ C…sZÏ Ðèþ$ÌñýÏ^ðþr$t E…§é?	5:370.7;5:400.2;5:414.8	no-rom
14	42	MæüÐèþ$Ë	Yes.  Not one; there are two. There they are!		MæüÐèþ$Ë : B! JMæüsìý M>§æþ$; Æðÿ…yæþ$ ^ðþr$Ï¯é²Æÿ$$. AÑVø!	5:444.2;5:459.0	no-rom
14	43	çÜÆæÿâæý	Oh!  Your plants have many flowers.  Don’t you have rose plants in your house?		çÜÆæÿâæý : Aº¾!  Ò$ ^ðþrÏMæü$ ^éÌê ç³NË$& ¯é²Äôý$!  Ò$ C…sZÏ Væü$Ìê½ ^ðþr$Ï ÌôýÐé?	5:488.4;5:503.0;5:517.9	no-rom
14	44	MæüÐèþ$Ë	No.		MæüÐèþ$Ë : ÌôýÐèþ#.	5:547.3	no-rom
14	45	çÜÆæÿâæý	We have one jasmine plant and one rose plant in our house.		çÜÆæÿâæý : Ðèþ* C…sZÏ JMæü Ðèþ$ÌñýÏ ^ðþr*t, JMæü Væü$Ìê½ ^ðþr*t E¯é²Æÿ$$.	5:576.7;5:591.3	no-rom
14	46	MæüÐèþ$Ë	Are they big plants or small?		MæüÐèþ$Ë : ò³§æþª ^ðþsêÏ?  _¯èþ² ^ðþsêÏ?	5:620.7	no-rom
14	47	çÜÆæÿâæý	The jasmine plant is small and the rose plant is big.  It has six branches.		çÜÆæÿâæý : Ðèþ$ÌñýÏ ^ðþr$t _¯èþ²¨; Væü$Ìê½ ^ðþr$t ò³§æþª¨.  §é°Mìü BÆæÿ$ MöÐèþ$ÃË$¯é²Æÿ$$.	6:179.4;6:194.2	no-rom
14	48	MæüÐèþ$Ë	Good.  Is this a new tape recorder?		MæüÐèþ$Ë : »êVæü$…¨.  C¨ Mö™èþ¢ sôý‹³ÇM>ÆæÿzÆ>?	6:223.6	no-rom
14	49	çÜÆæÿâæý	Yes		çÜÆæÿâæý : AÐèþ#-¯èþ$.	6:253.0	no-rom
14	50	MæüÐèþ$-Ë	Is this tape-recorder made in Japan.		MæüÐèþ$-Ë : D sôý‹³ÇM>ÆæÿzÆæÿ$ f´ë¯Œþ§é?	6:282.5	no-rom
14	51	çÜÆæÿ-âæý	No.  It is an Indian one.  Listen to this song.  It is nice, isn’t it?		çÜÆæÿ-âæý : M>§æþ$; C…yìþÄæý*§óþ!  D ´ër Ñ¯èþ$. »êVæü$…¨ Mæü§æþ*!	6:311.9;6:326.5	no-rom
14	52	MæüÐèþ$Ë	Yes.		MæüÐèþ$Ë : AÐèþ#¯èþ$.	6:355.9	no-rom
