lesson	seq	speaker	en	rom	legacy	keys	flags
54	11	Ñ¯ø§Šþ	Because you did not explain all these things to them.		Ñ¯ø§Šþ : CÐèþ±² Ò$Ææÿ$ ÐéâæýåMæü$ ^ðþç³µÌôý§æþ$ Væü§é!	2:269.5	no-rom
54	12	Æ>Ðèþ#	Okay!  Let us go and have our meal.		Æ>Ðèþ# : çÜÆóÿ!  ç³§æþ, A¯èþ²… †…§é….	2:300.9	no-rom
54	13	Ñ¯ø§Šþ	Father!  Now it is afternoon here.  It seems that it will be early morning in America. Our teacher siad this.		Ñ¯ø§Šþ : ¯é¯èþ²V>Ææÿ*!  Cç³šyæþ$ CMæüPyæþ Ðèþ$«§éÅçßý²… AÆÿ$$…¨ Mæü§é! AÐðþ$ÇM>ÌZ ™ðþËÏÐéÆæÿ$gêÐèþ$$ AÆÿ$$ Ðèþ#…r$…§æþr!  Ðèþ* Ðèþ*çÙtÆæÿ$V>Ææÿ$ ^ðþ´ëµÆæÿ$.	2:332.0;2:347.7;2:363.4;2:379.1;2:394.8	no-rom
54	14	Æ>Ðèþ#	Yes.		Æ>Ðèþ# : AÐèþ#¯èþ$.	2:425.9	no-rom
54	15	Ñ¯ø§Šþ	This question may appear in the examination tomorrow.  Why does it happen like that, fa- ther?		Ñ¯ø§Šþ : D {ç³Ôèý² Æóÿç³# ç³È„æüÌZ Æ>Ðèþ^èþar. AÌê G…§æþ$Mæü$ AÐèþ#™èþ$…¨ ¯é¯èþ²& V>Ææÿ*?	2:457.3;2:473.0;2:488.7	no-rom
54	16	Æ>Ðèþ#	Your class children may not be asked such difficult questions. But you can improve your knowledge by knowing it.		Æ>Ðèþ# : C…™èþ MæüçÙtÐðþ$O¯èþ {ç³Ôèý²Ë$ Ò$ M>ÏçÜ$ Ðéâæýå¯èþ$ AyæþVæüMæü´ùÐèþ^èþ$a.  M>° ™ðþË$çÜ$Mør… ÐèþËÏ gêq¯èþ… ò³Ææÿ$Væü$& ™èþ$…¨.	2:519.8;2:535.5;2:551.2;2:566.9	no-rom
54	17	Ñ¯ø§Šþ	Then, father,  tell me.  If you tell me, I can understand better.I need not read it later.		Ñ¯ø§Šþ : Ò$Ææÿ$ ^ðþç³µ…yìþ ¯é¯èþ²V>Ææÿ*!  ^ðþõ³¢ ¯éMæü$ »êV> AÆæÿ¦Ðèþ$Ðèþ#™èþ$…¨.  ™èþÆ>Ó™èþ ^èþ§æþÐèþMæüPÆóÿÏ§æþ$.	2:598.3;2:613.7;2:629.4	no-rom
54	18	MæüÐèþ$Ë	Vinod!  Come on, you will eat your food.		MæüÐèþ$Ë : Ñ¯ø§Šþ!  Æ> A¯èþ²… †…§æþ$Ðèþ#V>°.	3:160.6	no-rom
54	19	Ñ¯ø§Šþ	Now I am not hungry, mother. I will eat later.		Ñ¯ø§Šþ : Cç³šyæþ$ ¯éMæü$ BMæüÍV> Ìôý§æþÐèþ*Ã! ™èþÆ>Ó™èþ †…sê¯èþ$.	3:193.7;3:210.3	no-rom
54	20	Æ>Ðèþ#	Whether you are hungry or not, you should eat on time.		Æ>Ðèþ# : BMæüÍ E¯é² ÌôýMæü´ùÆÿ$$¯é ÐóþâæýMæü$ A¯èþ²… †¯éÍ.	3:226.9;3:243.4	no-rom
54	21	Ñ¯ø§Šþ	Now you teach me this lesson, father!		Ñ¯ø§Šþ : Cç³šyæþ$ ¯éMîü ´ëuæÿ… ^ðþç³µ…yìþ ¯é¯èþ²V>Ææÿ*!	3:276.6;3:293.2	no-rom
54	22	Æ>Ðèþ#	Okay!  I will teach.  But let us eat food.  I will teach after eating.		Æ>Ðèþ# : AÌêVóü ^ðþ´ë¢¯èþ$.  ç³§æþ, A¯èþ²… †…§é….  A¯èþ²… †¯èþ² ™èþÆ>Ó™èþ ^ðþ´ë¢¯èþ$.	3:326.3;3:342.9;3:359.5	no-rom
