guid	lesson	seq	speaker	en	rom	legacy	keys	flags
Iaa26cf78399b	3	11	Ñ¯ø§Šþ	I see!  Whose book is this?	vinōd :alāgā! idi evari pustakaṁ?	Ñ¯ø§Šþ : AÌêV>! C¨ GÐèþÇ ç³#çÜ¢Mæü…?	3:179.8	
I9a7b6c6b82c6	3	12	´ëç³	This is not my book, sir! This is my friend’s book.	pāpa : idi nā pustakaṁ kādaṁḍī. idi nā snēhiturāli pustakaṁ.	´ëç³ : C¨ ¯é ç³#çÜ¢Mæü… M>§æþ…yîþ! C¨ ¯é õÜ²íßý™èþ$Æ>Í ç³#çÜ¢Mæü….	3:240.6;3:255.9	
I8151c6d712ab	3	13	Ñ¯ø§Šþ	What is your friend’s name?	vinōd :nī snēhiturāli pērēmiṭi?	Ñ¯ø§Šþ : ± õÜ²íßý™èþ$Æ>Í õ³ÆóÿÑ$sìý?	3:347.2	
If7c45af77d51	3	14	´ëç³	Girija.	pāpa : girija.	´ëç³ : WÇf.	3:408.1	
I66e66bd30f43	3	15	Æ>Ðèþ$	Come on, Vinod: He is my friend Raghavarao. That is his room.	rāma : rā vinōd! atanē nā snēhituḍu rāghavarāvu. adē atani gadi.	Æ>Ðèþ$ : Æ> Ñ¯ø§Šþ! A™èþ¯óþ ¯é õÜ²íßý™èþ$yæþ$ Æ>çœ$ÐèþÆ>Ðèþ#. A§óþ A™èþ° Væü¨.	3:469.0;3:484.2	
I7c86d50a0374	3	16	Ñ¯ø§Šþ	Namaskaram, sir!	vinōd :namaskāramaṁḍī!	Ñ¯ø§Šþ : ¯èþÐèþ$ÝëPÆæÿÐèþ$…yîþ!	3:575.5	
Ic449703e0ea9	3	17	Æ>çœ$ÐèþÆ>Ðèþ#	Namaskaram.  Who is he, Ramamurti?	rāghavarāvu : namaskāraṁ. īyana evaru rāmmūrtī?	Æ>çœ$ÐèþÆ>Ðèþ# : ¯èþÐèþ$ÝëPÆæÿ…. DÄæý$¯èþ GÐèþÆæÿ$ Æ>Ðèþ$*ÃÈ¢?	4:179.8;4:195.0	
I217f5c86f53c	3	18	Æ>Ðèþ$	He is Telugu student. His name is Vinod.	rāma : itanu telugu vidyārthi. pēru vinōd.	Æ>Ðèþ$ : C™èþ¯èþ$ ™ðþË$Væü$ Ñ§éÅÇ¦. õ³Ææÿ$ Ñ¯ø§Šþ.	4:271.1;4:286.3	
I956be91bb085	3	19	Æ>çœ$Ðèþ	Please come and sit.	rāghava : rāṁḍi kūrcōṁḍi.	Æ>çœ$Ðèþ : Æ>…yìþ! Mæü*Æøa…yìþ.	4:362.4	
I30badefdaa98	3	20	Æ>Ðèþ$	Sit, Vinod!.	rāma : kūrcō vinōd!	Æ>Ðèþ$ : Mæü*Æøa Ñ¯ø§Šþ!	4:423.3	
I8672a4da51ae	3	21	Ñ¯ø§Šþ	Who is he, sir?	vinōd :vāru evaraṁḍī?	Ñ¯ø§Šþ : ÐéÆæÿ$ GÐèþÆæÿ…yîþ?	4:484.2	
I0623874b50c0	3	22	Æ>Ðèþ$	He is Raghavarao’s father.  His name is Mr. Sarathi.	rāma : vāru rāghavarāvu nānnagāru. vāri pēru sārathigāru.	Æ>Ðèþ$ : ÐéÆæÿ$ Æ>çœ$ÐèþÆ>Ðèþ# ¯é¯èþ²V>Ææÿ$. ÐéÇ õ³Ææÿ$ ÝëÆæÿ¤V>Ææÿ$.	4:545.1;4:560.3	
I0d7b47b665be	3	23	Ñ¯ø§Šþ	And, she?	vinōd :vīru?	Ñ¯ø§Šþ : ÒÆæÿ$?	5:179.4	
I8e6b8f5d8a4c	3	24	Æ>Ðèþ$	Raghavarao’s mother.  Her name is Mrs. Anasuya.	rāma : rāghavarāvu ammagāru. vīri pēru anasūyagāru.	Æ>Ðèþ$ : Æ>çœ$ÐèþÆ>Ðèþ# AÐèþ$ÃV>Ææÿ$. ÒÇ õ³Ææÿ$ A¯èþçÜ*Äæý$V>Ææÿ$.	5:238.2;5:253.0	
I389c032996b0	3	25	ÝëÆæÿ¤	Raghava! Who is he? Is he Venkatrao?	sārathi : rāghavā! itanevaru? veṁkaṭrāvā?	ÝëÆæÿ¤ : Æ>çœ$Ðé! C™èþ¯ðþÐèþÆæÿ$? Ððþ…Mæü{sêÐé?	5:341.3;5:355.9	
I406631063d12	3	26	Æ>çœ$Ðèþ	Father, he is not Venkatrao. He is Rammurti. Mr. Sivayya’s son.	rāghava : veṁkaṭrāvu kādu nānnagārū! rāmmūrti śivayyagāri koḍuku.	Æ>çœ$Ðèþ : Ðóþ…Mæü{sêÐèþ# M>§æþ$ ¯é¯èþ²V>Ææÿ*! Æ>Ðèþ$*ÃÇ¢. ÕÐèþÄæý$ÅV>Ç Möyæþ$Mæü$	5:429.6;5:444.2	
I716877b78db2	3	27	ÝëÆæÿ¤	What is your grandfather’s. name, dear!	sārathi : mī tātagāri pērēmiṭi bābū!	ÝëÆæÿ¤ : Ò$ ™é™èþV>Ç õ³ÆóÿÑ$sìý »êº*!	5:561.9	
Ifd973a2f860e	3	28	Æ>Ðèþ$	Mr. Gangadharam. I See! Are you. Mr. Ganga- dharam’s. grandson?	rāma : gaṁgādharaṁgāru. sārathi : alāgā! nuvvu gaṁgādharaṁ -gāri manavaḍivā!	Æ>Ðèþ$ : Væü…V>«§æþÆæÿ…V>Ææÿ$. ÝëÆæÿ¤ :AÌêV>! ¯èþ$Ðèþ#Ó Væü…V>«§æþÆæÿ…V>Ç Ðèþ$¯èþÐèþyìþÐé?	6:178.7;6:236.6;6:251.2	
Ifd3f5b372477	3	29	Æ>Ðèþ$	Yes, sir! I am Mr. Sarathi’s grand-	rāma : avunaṁḍī!	Æ>Ðèþ$ : AÐèþ#¯èþ…yîþ!	6:323.4	
Ic93468a287bc	3	30	´ëç³	daughter.	pāpa : nēnu sārathi gāri manavarālini.	´ëç³ : ¯óþ¯èþ$ ÝëÆæÿ¤V>Ç Ðèþ$¯èþÐèþÆ>Í°.	6:381.3	
