guid	lesson	seq	speaker	en	rom	legacy	keys	flags
I49263608f281	18	21		Mirth children make in the school.		ºyìþÌZ í³ËÏË Ðóþyæþ$MæüË$	1:347.2	prose no-rom
I154e63edb33f	18	22		Preaches the teacher		B ºyìþç³…™èþ$Ë$ »Z«§æþ¯èþË$	1:362.4	prose no-rom
Ie01ac28615bc	18	23		For the pupils’ future		í³ËÏË ¿êÑMìü °^ðþa¯èþË$	1:377.7	prose no-rom
Ib6bc4973f77f	18	24		TEMPLE AND Every evening sports gay.		{ç³†ÝëÄæý$…{™èþ… BrË$ ´ërË$	1:392.9	prose no-rom
I60ef2184280b	18	25		SCHOOL A bright future’s successful way.		EfÓË ¿êÑMìü ç³NË »êrË$	1:408.1	prose no-rom
I813bbb0411e5	18	26		A temple in our town, A school in our town,		Ðèþ* FâZÏ JMæü ºyìþ E…¨	1:438.6	prose no-rom
Ic833decb2d7a	18	27		A garden around the temple, Around it a garden,		B ºyìþ ^èþ$r*t™ør$…¨	1:453.8	prose no-rom
Iddb18ff9adc2	18	28		An idol in the temple, One is there in the school,		B ºyìþÌZ JMæüÆæÿ$¯é²Ææÿ$ & B	1:469.0	prose no-rom
I2c487687b755	18	29		Its life is the people. He, pupils’ teacher in the school.		ºyìþ í³ËÏËMæü$ Ðèþ*ÚëtÆæÿ$.	1:484.2	prose no-rom
Id8f94828c613	18	30		A school in our town, People spend time in the temple,		Væü$âZÏ ¡ÇMæü M>Ë„óüç³…	1:514.7	prose no-rom
I20c5e14150fd	18	31		Around it a garden, School to uplift the pupils		ºâZÏ ^èþ§æþ$Ðèþ#Ë Ðèþ$¯øÑM>çÜ…	1:529.9	prose no-rom
I649e360f4f37	18	32		One is there in the school, Services in the temple,		Væü$âZÏ Æøl AÆæÿa¯èþË$	1:545.1	prose no-rom
I8b83765be428	18	33		He, pupils’ teacher in the school. School providing future to pupils		ºâZÏ ¿êÑMìü °^ðþa¯èþË$	1:560.3	prose no-rom
Iad68af2a16fa	18	34		Temple or school which one do		Væü$yìþ M>ÐéÌê	1:575.6	prose no-rom
Ia18d06105eee	18	35		Offerings in the temple daily, you choose?		ºyìþM>ÐéÌê?	1:590.8	prose no-rom
Iac3c3ebbfbea	18	36		But people have no unity, Which one you choose?		H… M>ÐéÍ Ò$Mæü$?	1:606.0	prose no-rom
I7af57f92056c	18	37		In the temple while away We want time not to waste		M>Ë„óüç³… Ðèþ*Mö§æþ$ª	2:179.8	prose no-rom
I9dee734f9ecb	18	38		As they spend time gay For body and mind work is taste		JyæþË$ Ððþ$§æþyæþ$ËMæü$ ç³°Ðèþ$$§æþ$ª	2:195.0	prose no-rom
I181110750059	18	39		Into others’ problems interfering. We want time not to waste.		M>Ë„óüç³… Ðèþ*Mö§æþ$ª	2:210.2	prose no-rom
I7b627c6476dd	18	40		For body and mind work is		JyæþË$ Ððþ$§æþyæþ$ËMæü$ ç³°Ðèþ$$§æþ$ª.	2:225.4	prose no-rom
I92110cb581ea	18	41		A garden around the temple, A temple in our town,		Ðèþ* FâZÏ JMæü Væü$yìþ Ðèþ#…¨	2:255.9	prose no-rom
Ic6195135723e	18	42		REVIEW 3 An idol in the temple, A school in our town,		Ðèþ* FâZÏ JMæü ºyìþ Ðèþ#…¨	2:271.1	prose no-rom
Ib8b5d8ba23a4	18	43		Its life is the people. A temple in our town,		Ðèþ* FâZÏ JMæü Væü$yìþ Ðèþ#…¨	2:286.3	prose no-rom
I9fbb794a73c1	18	44		A school in our town.		Ðèþ* FâZÏ JMæü ºyìþ Ðèþ#…¨.	2:301.5	prose no-rom
