lesson	seq	speaker	en	rom	legacy	keys	flags
60	33		"""Why have'nt you gotten married yet?"""		ÌôýMæü´ùÐèþr… ÐèþËÏ í³ËÏË^óþ™èþ	2:553.8	prose no-rom
60	34		"""After acting in marriage scenes in two"		VøyæþMæü$Èa ÐóþÆÿ$$çÜ$¢¯é²…!	2:565.7	prose no-rom
60	35				"""C…rÆŠÿÐèþNÅÌZ òÜËMæü$t AÆÿ$$™óþ CÐéÍt°…^óþ E§øÅVæü…ÌZ ^óþÆæÿ§éÐèþ$¯èþ$Mæü$…r$¯é²¯èþ$"	3:161.1	prose no-en no-rom
60	36				ÝëÆŠÿ. A…§æþ$Móü Ðèþ$«§éÅçßý²… ¿Zf¯èþ… M>ÇÄæý$ÆŠÿÌZ ™ðþ^èþ$aMæü$¯é²¯èþ$' A¯é²¯èþ$. A…™óþ!	3:173.0	prose no-en no-rom
60	37		Jyothi is proud that no one I have a good Idea.  We will Did you find a strange thing my dear? I have a suspecion that day by day our We got his hair cut when he was given anesthesia for his leg operation. Oh, you got selected for Govt. post.		òÜËMŠüt ^óþõÜÔéÆæÿ$.	3:185.0	prose no-rom
60	38		NOT MARRYING? Hey! What is the use of writing all the		Ææÿ£æþ… Ðèþ$$Væü$Y Ððþ$$§æþË$	3:412.3	prose no-rom
60	39		NOT MARRYING? Then, Jyothi's age is twenty novels in your wife's name? Chitragupta!  It seems that he is a tug-of-war champion.		ò³sêt¯èþ$. D ç³NrMæü$ Ò$Æóÿ	3:424.3	prose no-rom
60	40		Then, Jyothi's age is twenty Yes, I have been hiding that years! Understand! a tug-of-war champion. It is my opinion that, if we can He  grabbed the rope		Ðèþ…r ^óþÝùP…yìþ !	3:436.2	prose no-rom
60	41				¯é {òœ…yæþ*Þ ¯èþ¯èþ*² A§óþç³° ¯é {òœ…yŠþÞ ¯é MæüâæýÏgZyæþ$	4:169.1	prose no-en no-rom
60	42		Did you find a strange thing my dear? I have a suspecion that day by day our		^óþÔéÆæÿ$. ¯èþ$ÐðþÓMæüPyæþ$¯é²Ðèþ# Æ>gê! ÌêMæü$P° ç³…´ëÆæÿ$.	4:181.0	prose no-rom
60	43		"Jyothi is proud that no one I have a good Idea.  We will can figure out her age. make Jyothi  to tell her age on I told them, ""If I am selected I am prepared to begin work today itself. My friends also played the same Did you find a strange thing my dear? I have a suspecion that day by day our mirror is becoming smaller and smaller.   In the early days of our marriage We got his hair cut when he was given anesthesia for his leg operation. Oh, you got selected for Govt. post."		¯èþ$ÐðþÓMæüPyæþ$¯é²Ðèþ# Æ>×îý !	4:193.6	prose no-rom
60	44		Then, Jyothi's age is twenty Yes, I have been hiding that novels in your wife's name? a tug-of-war champion.		yéMæütÆæÿ$V>Ææÿ$ C…M> Æðÿ…yæþ$ ÆøkË §éM> Ðèþ*sêÏyæþÆæÿ$. °¯èþ² ¯éÍMæü Ò$§æþ	4:432.5	prose no-rom
60	45		Look!  You have to wind the Yes, I have been hiding that years! Understand! secret for twenty years. What is the problem!  All these It is my opinion that, if we can He  grabbed the rope stop marriages during a five		Ðèþ$…§æþ$ ÐóþÆÿ$$…^èþ$Mæü$¯é²Ææÿ$.	4:444.4	prose no-rom
60	46				HÐèþ$…yøÄŒý$! D Ñ…™èþ Mæü°ò³sêtÆ>? Ðèþ$¯èþ °Ë$Ðèþ#r§æþª… ÆøkÆøkMæü* _¯èþ²§ðþO´ù™èþ$¯èþ²r$Ï	5:160.7	prose no-en no-rom
60	47				A¯èþ$Ðèþ*¯èþ…V> E…§æþ…yîþ! ò³âæýÏÆÿ$$¯èþþMö™èþ¢ÌZ ¯é ç³NÇ¢ {ç³†¼…º… Mæü°í³…^óþ¨.	5:172.6	prose no-en no-rom
60	48		WHAT IS THE		CÌê ¯èþÐèþËË±² ± ò³âêÏ… õ³Ææÿ$™ø	5:379.2	prose no-rom
60	49		REASON FOR YOU		Æ>Äæý$r… ÐèþËÏ ±Mö^óþa Ìê¿æý… HÑ$sìýÆ>?	5:394.7	prose no-rom
60	50		REASON FOR YOU Hey! What is the use of writing all the		B¶! HÐèþ$$…©. D ¯èþÐèþËË±²	5:407.3	prose no-rom
60	51		NOT MARRYING? Hey! What is the use of writing all the novels in your wife's name? Chitragupta!  It seems that he is		¯éMóü A…Mìü™èþÑ$^èþ$aMøÐèþ^èþ$a	5:419.2	prose no-rom
60	52		Then, Jyothi's age is twenty Yes, I have been hiding that novels in your wife's name? a tug-of-war champion.		Væü§é!	5:431.4	prose no-rom
60	53				ÒyìþMìü M>Ë$ Bç³ÆóÿçÙ¯Œþ ^óþÄæý$Åsê°Mìü Ðèþ$™èþ$¢Ðèþ$…§æþ$ C_a¯èþç³šyóþ {M>ç³#Væü*yé	6:168.6	prose no-en no-rom
60	54		Did you find a strange thing my dear? I have a suspecion that day by day our		^óþÆÿ$$…^óþÔé….	6:180.6	prose no-rom
60	55		WHAT IS THE		_{™èþVæü$´ë¢! Ðéyæþ$ rVŠüBçœÐéÆŠÿ	6:381.4	prose no-rom
60	56		WHAT IS THE		JMæü ç³…^èþÐèþÆæÿÛ {ç³×êãMæüÌZ ò³ãÏâæý$Ï	6:389.4	prose no-rom
60	57		REASON FOR YOU		bé…í³Äæý$¯èþr. ¯óþ¯èþ$ ÐóþíÜ¯èþ ™éyæþ$	6:393.4	prose no-rom
60	58		REASON FOR YOU		Bç³#^óþÆÿ$$…^èþ VæüÍW™óþ D f¯é¿ê	6:401.3	prose no-rom
60	59		REASON FOR YOU Hey! What is the use of writing all the		ÌêVóüçÜ$Mæü$¯é²yæþ$.	6:405.3	prose no-rom
60	60		NOT MARRYING? Hey! What is the use of writing all the Chitragupta!  It seems that he is		AÀÐèþ–¨®° AÇMæürtÐèþ^èþ$a¯èþ° ¯é	6:413.2	prose no-rom
60	61		NOT MARRYING? Then, Jyothi's age is twenty novels in your wife's name? Chitragupta!  It seems that he is a tug-of-war champion.		AÀ{´ëÄæý$….	6:425.2	prose no-rom
60	62				VæüÐèþÆæÿ²Ððþ$…r$ E§øÅVæü… Ðèþ_a…§é? AÆÿ$$™óþ Ò$Ææÿ$ Ò$ ™èþÐèþ$$Ãyæþ* B ÑçÙÄæý$… Ðèþ*	7:163.8	prose no-en no-rom
60	63				ò³ãÏ ^óþçÜ$Mö° gêÆÿ$$¯èþÐèþ#§æþ$Ðèþ# V>°, BVæü$! MæüÐèþËË° ™ðþÍõÜ¢ Ñ$Ðèþ$ÃÍ² A¯èþ²Äæý$ÅMæü$	7:175.7	prose no-en no-rom
60	64		Jyothi is proud that no one I have a good Idea.  We will My friends also played the same Did you find a strange thing my dear? I have a suspecion that day by day our We got his hair cut when he was given anesthesia for his leg operation. Oh, you got selected for Govt. post.		ò³âêÏyóþ§é¯óþ² M>§æþ$! ^ðþç³µ…yö¨¯é!	7:189.0	prose no-rom
