guid	lesson	seq	speaker	en	te	te_src	rom	legacy	keys	flags
I8df321e3d3f6	48	15	Æ>Ðèþ$$	He himself said yesterday that he was confused during the examination time.  It seems he did not answer properly.	రాము. : నిన్న పరీక్ష రాస్తున్నప్పుడు కంగారు పడ్డాను అని అతనే అన్నాడు. అతను సరీగ్గా పరీక్ష రాసినట్లులేడు.	ocr		Æ>Ðèþ$$ : °¯èþ² ç³È„æü Æ>çÜ$¢¯èþ²ç³šyæþ$ Mæü…V>Ææÿ$ ç³yéz¯èþ$ A° A™èþ¯óþ A¯é²yæþ$. A™èþ¯èþ$ çÜÈV>Y ç³È„æü Æ>íÜ¯èþr$ÏÌôýyæþ$.	2:238.1;2:253.8;2:269.5	no-rom
I732baf1a279a	48	16	Ððþ*çßý¯Œþ	Yes!  Look there!  It seems Gopi is coming.  Now I don't have to go (There is no need for me to go.)	మోహన్‌. : అవ్రను. అడుగో గోపి మస్తున్నట్లు-. న్నాడు. ఇకనేను హ్ళోల్సినపని లేదు.	ocr		Ððþ*çßý¯Œþ : AÐèþ#¯èþ$.  Ayæþ$Vø Vøí³ ÐèþçÜ$¢¯èþ²r$Ï& - ¯é²yæþ$.  CMæü ¯óþ¯èþ$ ÐðþâêåÍÞ¯èþ ç³° Ìôý§æþ$.	2:300.9;2:316.6	no-rom
Ic64044d55b02	48	17	Vøí³	Mohan!  You work so little and talk so much.	గోపి... : మోహన్‌ నవ్వెంత ఎక్కవ మాట్రావో అంత తక్కువ పని చేస్తావ్రరా!	ocr		Vøí³ : Ððþ*çßý¯Œþ!  ¯èþ$ÐðþÓ…™èþ GMæü$PÐèþ Ðèþ*sêÏyé¢Ðø A…™èþ ™èþMæü$PÐèþ ç³° ^óþÝë¢Ðèþ#Æ>!	2:363.4;2:379.1	no-rom
Ie835d97ce0d3	48	18	Ððþ*çßý¯Œþ	I started long ago.  But I stopped as I was talking to him.	మోహన్‌. : నేను బయల్దేరి చాలాసేపు అయిం- 'దిరా! ఇంతలో వీడితో ఏదో మాట్లాడ్తూ ఆగాను.	ocr		Ððþ*çßý¯Œþ : ¯óþ¯èþ$ ºÄæý$ÌôýªÇ ^éÌêõÜç³# AÆÿ$$…& ¨Æ>!  C…™èþÌZ Òyìþ™ø H§ø Ðèþ*sêÏyæþ*¢ BV>¯èþ$.	2:410.5;2:425.9;2:441.6	no-rom
Ia5b7117361e8	48	19	Vøí³	You don't do a single thing which you promise to do.  I came because I thought you would not come any more.	గోపి... : చేస్తాను అని చెప్పిన పని ఒకటి గూడా చెయ్యవు గదా! నువ్వు వచ్చేటట్లు లేవు అనుకొని నేనే వచ్చాను.	ocr		Vøí³ : ^óþÝë¢¯èþ$ A° ^ðþí³µ¯èþ ç³° JMæüsìý Væü*yé ^ðþÄæý$ÅÐèþ# Væü§é!  ¯èþ$Ðèþ#Ó Ðèþ^óþarr$Ï ÌôýÐèþ# A¯èþ$Mö° ¯óþ¯óþ Ðèþ^éa¯èþ$.	2:473.0;2:488.7;2:504.4;2:519.8	no-rom
Ie282af0df9cd	48	20	Ððþ*çßý¯Œþ	Did you call Venu while coming?	మోహన్‌ : వేణును పిలిచి వచ్చావా?	ocr		Ððþ*çßý¯Œþ : Ðóþ×ý$¯èþ$ í³Í_ Ðèþ^éaÐé?	2:551.2	no-rom
Idf416aadbe8b	48	21	Vøí³	He went away some where by the time I reached there.	గోపి... : నేను వెళ్లేలోగా వాడు ఎక్కడికో పోయాడు.	ocr		Vøí³ : ¯óþ¯èþ$ ÐðþâôýÏÌZV> Ðéyæþ$ GMæüPyìþMø ´ùÄæý*yæþ$.	2:582.6;2:598.3	no-rom
Iae123c2fed74	48	22	Ððþ*çßý¯Œþ	What is the use if you come alone without him?	మోహన్‌ : వాణ్ణి తీసుకురాకుండా నువ్వు ఒక్కడివే వస్తే ఎట్లా.	ocr		Ððþ*çßý¯Œþ : Ðé×ìý~ ¡çÜ$Mæü$Æ>Mæü$…yé ¯èþ$Ðèþ#Ó JMæüPyìþÐóþ ÐèþõÜ¢ GsêÏ.	2:629.4;2:645.1	no-rom
I6b4cb31e0897	48	23	Vøí³	Doesn't matter!  Teach me the sums you didn't teach him yesterday.  I will teach him the sums I learn and I will learn the sums from him which I haven't.	గోపి. : పరవాలేదు. నిన్న వాడికి చెప్పని లెక్కలు నాకు చెప్పు. నేను నేర్చుకున్న లెక్కలు వాడికి చెప్పి నేను నేర్చుకోని లెక్కలు వాడి దగ్గర నేర్చుకుంటాను.	ocr		Vøí³ : ç³ÆæÿÐéÌôý§æþ$.  °¯èþ² ÐéyìþMìü ^ðþç³µ° ÌñýMæüPË$ ¯éMæü$ ^ðþç³š.  ¯óþ¯èþ$ ¯óþÆæÿ$aMæü$¯èþ² ÌñýMæüPË$ ÐéyìþMìü ^ðþí³µ ¯óþ¯èþ$ ¯óþÆæÿ$aMø° ÌñýMæüPË$ Ðéyìþ §æþVæüYÆæÿ ¯óþÆæÿ$aMæü$…sê¯èþ$.	3:159.9;3:175.6;3:191.3;3:206.9;3:222.6	no-rom
Id6d614a58483	48	24	Ððþ*çßý¯Œþ	Okay.	మోహన్‌ : అలాగే.	ocr		Ððþ*çßý¯Œþ : AÌêVóü.	3:253.8	no-rom
I89a6ef1baec0	48	25	Vøí³	Venu and I decided to come here from tomorrow onwards.	గోపి. : రేపటినించీ నేనూ వేణూ యిక్కడికి రాదలచుకున్నాం.	ocr		Vøí³ : Æóÿç³sìý°…` ¯óþ¯èþ* Ðóþ×ý* Æÿ$$MæüPyìþMìü Æ>§æþË^èþ$Mæü$¯é²….	3:285.2;3:300.9	no-rom
