lesson	seq	speaker	en	te	te_src	rom	legacy	keys	flags
50	20		tried again. At last he could lift How can I tell you right on the	కింద ఉన్నతేలు ఒకటి రవిని కుట్టింది. వెంటనే	ocr		Mìü…§æþ E¯èþ² ™óþË$ JMæüsìý ÆæÿÑ° Mæü$sìýt…¨. Ððþ…r¯óþ	1:243.4	prose no-rom
50	21		the stone a little. In the mean- spot whether green should be on	అతను ఆ రాతిని వదిలాడు అది కింద పడ్డది.	ocr		A™èþ¯èþ$ B Æ>†° Ðèþ¨Ìêyæþ$ A¨ Mìü…§æþ ç³yæþz¨.	1:260.0	prose no-rom
50	22		time a scorpion under that stone stung Ravi. He at once dropped top or orange should be on top! You must take care of such	అక్కడ నేల ఏటవాలుగా ఉండటం వల్ల ఆ	ocr		AMæüPyæþ ¯óþË HrÐéË$V> E…yæþr… ÐèþËÏ B	1:276.6	prose no-rom
50	23		the stone. It fell down. Since the things well in advance.	రాయి. పక్కన ఉన్న కుమార్‌ పాదం మీదికి	ocr		Æ>Æÿ$$ ç³MæüP¯èþ E¯èþ² Mæü$Ðèþ*ÆŠÿ ´ë§æþ… Ò$¨Mìü	1:293.2	prose no-rom
50	24		ground was slope, that stone slipped on to Kumar's foot.	దొర్లింది. ఇద్దరూ అక్కడ వెట్టు మీద	ocr		§öÇÏ…¨. C§æþªÆæÿ* AMæüPyæþ Ððþ$r$t Ò$§æþ	1:309.7	prose no-rom
50	25		slipped on to Kumar's foot. Both of them fell and sat down	కూలబడ్డారు. ఇంక వాళ్ళిద్దరూ కొండ ఎక్కలేరు	ocr		Mæü*ËºyézÆæÿ$. C…Mæü Ðéãå§æþªÆæÿ* Mö…yæþ GMæüPÌôýÆæÿ$	1:326.3	prose no-rom
50	26		on a step there. Then we de-	అని నిర్ణయించి కొండమీదికి వెళ్ళే ప్రయత్నం	ocr		A° °Ææÿ~Æÿ$$…_ Mö…yæþÒ$¨Mìü Ððþâôýå {ç³Äæý$™èþ²…	1:342.9	prose no-rom
50	27		cided that they two could not climb up the hill any more and	'మానుకున్నాం. ఆ రోజు రవీ కుమార్‌ల పోటీ	ocr		Ðèþ*¯èþ$Mæü$¯é²…. B Æøk ÆæÿÒ Mæü$Ðèþ*ÆŠÿË ´ùsîý	1:359.5	prose no-rom
50	28		ON THE gave up the attempt. Because				ÐèþËÏ Ðèþ* {ç³Äæý*×ý… B Ñ«§æþ…V> Ðèþ$$W…^é-	1:376.0	prose no-rom no-te
50	29		ON THE CHAMUNDI HILL of their bet, we were thus to	ల్ఫొచ్చింది. మైసూరులో నా అనుభవాలను	ocr		ÌŸÞ_a…¨. Ððþ$OçÜ*Ææÿ$ÌZ ¯é A¯èþ$¿æýÐéË¯èþ$	1:392.6	prose no-rom
50	30		CHAMUNDI HILL conclude our journey. I will tell you more about my experiences	గురించి యింకా కొన్ని విషయాలను ఇంకొక	ocr		Væü$Ç…_ Æÿ$$…M> Mö°² ÑçÙÄæý*Ë¯èþ$ C…MöMæü	1:409.1	prose no-rom
50	31		in Mysore sometime later.	సారి చెప్తాను.	ocr		ÝëÇ ^ðþ´ë¢¯èþ$.	1:425.7	prose no-rom
50	32		All of us from our class went to Chamundi hill recently. Some	'కుగ్రాడివి పరిగెత్తి పట్టుకోవయ్యా!	ocr		Mæü${Æ>yìþÑ ç³ÇVðü†¢ ç³r$tMøÐèþÄæý*Å!	1:457.6	prose no-rom
50	33		Chamundi hill recently. Some	నా పర్పు తీసుకొని	ocr		¯é ç³Ææÿ$Þ ¡çÜ$Mö°	1:463.6	prose no-rom
50	34		Chamundi hill recently. Some proposed to go on foot. Some	అంత స్పీడుగా నేను పీరిగెత్తగలగ్రా,.	ocr		A…™èþ ïÜµyæþ$V> ¯óþ¯èþ$ ç³ÇVðü™èþ¢VæüË¯é,	1:469.6	prose no-rom
50	35		proposed to go on foot. Some	పారిపోతున్నాడు సార్‌!	ocr		´ëÇ´ù™èþ$¯é²yæþ$ ÝëÆŠÿ!	1:475.5	prose no-rom
50	36		proposed to go on foot. Some said that they could not walk	చెప్పు!	ocr		^ðþç³š!	1:481.5	prose no-rom
50	37		wanted to have a bet. Kumar	'పచ్ఫరంగు పైకి కట్టాలా ఎర	ocr		ç³^èþaÆæÿ…Væü$ ò³OMìü MæüsêtÌê G{Ææÿ	2:171.5	prose no-rom
50	38		said that he would buy and give	రంగు పైకి కట్టాలా అని	ocr		Ææÿ…Væü$ ò³OMìü MæüsêtÌê A°	2:183.4	prose no-rom
50	39		a top the hill as many bananas	'హజొక్తుగా సర్మడిగితే నేను.	ocr		çßýsê™èþ$¢V> ¯èþ¯èþ²yìþW™óþ ¯óþ¯èþ$	2:195.6	prose no-rom
50	40		as he (Ravi) would be able to	మాథ్రం ఎట్లా చేప్పగలనయ్యా?	ocr		Ðèþ*{™èþ… GsêÏ ^ðþç³µVæüË¯èþÄæý*Å?	2:207.5	prose no-rom
50	41		eat. Ravi tried to lift the stone	ఇవన్నీ మీరే ముందు.	ocr		CÐèþ±² Ò$Æóÿ Ðèþ$$…§æþ$	2:219.5	prose no-rom
50	42		up. It could not be lifted. He	చూసుకోవాలి.	ocr		^èþ*çÜ$MøÐéÍ.	2:231.4	prose no-rom
