guid	lesson	seq	speaker	en	te	te_src	rom	legacy	keys	flags
I6db8b2dbe5f1	1	11	Ë™èþ	She is a teacher?	లత : ఆమె టీచరుగారు.	rom	lata : āme ṭīcarugāru.	Ë™èþ : BÐðþ$ sîý^èþÆæÿ$V>Ææÿ$.	2:360.6	
Iddc0160d859f	1	12	ÆæÿÑ	Who is he and who is she?	రవి : ఈయన ఎవరు?  ఈమె ఎవరు?	rom	ravi : īyana evaru?  īme evaru?	ÆæÿÑ : DÄæý$¯èþ GÐèþÆæÿ$?  DÐðþ$ GÐèþÆæÿ$?	2:420.9	
I5ec19d8debde	1	13	Ë™èþ	He is the Principal. She is the doctor.	లత : ఈయన ప్రిన్సిపాల్గారు. ఈమె డాక్టరుగారు.	rom	lata : īyana prinsipālgāru. īme ḍākṭarugāru.	Ë™èþ : DÄæý$¯èþ {í³°Þ´ëÌŒýV>Ææÿ$. DÐðþ$ yéMæütÆæÿ$V>Ææÿ$.	2:481.3;2:496.4	
I25fdc6c74966	1	14	ÆæÿÑ	He is Mr. Ramarao. She is Ms. Leela.	రవి : ఆయన రామారావు గారు.  ఆమె లీలగారు.	rom	ravi : āyana rāmārāvu gāru.  āme līlagāru.	ÆæÿÑ : BÄæý$¯èþ Æ>Ðèþ*Æ>Ðèþ#V>Ææÿ$.  BÐðþ$ ÎËV>Ææÿ$.	2:586.9	
Ia2c0b732f9c3	1	15	Ë™èþ	What is Mr. Ramarao? What is Ms. Leela?	లత : రామారావుగారు ఎవరు? లీలగారు ఎవరు?	rom	lata : rāmārāvugāru evaru? līlagāru evaru?	Ë™èþ : Æ>Ðèþ*Æ>Ðèþ#V>Ææÿ$ GÐèþÆæÿ$? ÎËV>Ææÿ$ GÐèþÆæÿ$?	3:180.0;3:195.2	ocr-differs
I7e1c87015269	1	16	ÆæÿÑ	Ramarao is a doctor. Leela is a teacher.	రవి : రామారావు డాక్టరు.  లీల టీచరు.	rom	ravi : rāmārāvu ḍākṭaru.  līla ṭīcaru.	ÆæÿÑ : Æ>Ðèþ*Æ>Ðèþ# yéMæütÆæÿ$.  ÎË sîý^èþÆæÿ$.	3:287.5	
I05a7832f5191	1	17	Ë™èþ	She is Kamala. He is Subbarao.	లత : ఈమె కమల.  ఈయన సుబ్బారావు.	rom	lata : īme kamala.  īyana subbārāvu.	Ë™èþ : DÐðþ$ MæüÐèþ$Ë.  DÄæý$¯èþ çÜ$»ê¾Æ>Ðèþ#.	3:349.2	
If46bb67acb5e	1	18	ÆæÿÑ	Kamala is a student. Subbarao is a student.	రవి : కమల విద్యార్థిని. సుబ్బారావు విద్యార్థి.	rom	ravi : kamala vidyārthini. subbārāvu vidyārthi.	ÆæÿÑ : MæüÐèþ$Ë Ñ§éÅÇ¦°. çÜ$»ê¾Æ>Ðèþ# Ñ§éÅÇ¦.	3:410.7;3:426.1	
Ida14c78a86ba	1	19	Ë™èþ	Who is Mohan? Who is Vijaya?	లత : ఎవరు మోహన్?  ఎవరు విజయ?	rom	lata : evaru mōhan?  evaru vijaya?	Ë™èþ : GÐèþÆæÿ$ Ððþ*çßý¯Œþ?  GÐèþÆæÿ$ ÑfÄæý$?	3:518.5	
I5f3c2651d69d	1	20	ÆæÿÑ	He is Mohan. She is Vijaya.	రవి : ఆయన మోహన్.  ఈమె విజయ.	rom	ravi : āyana mōhan.  īme vijaya.	ÆæÿÑ : BÄæý$¯èþ Ððþ*çßý¯Œþ.  DÐðþ$ ÑfÄæý$.	3:580.0	
