guid	lesson	seq	speaker	en	te	te_src	rom	legacy	keys	flags
Id873adf2ec14	55	19		POOR RAVI!	పాపం, రవి!	ocr		´ëç³…, ÆæÿÑ!	1:239.9	prose no-rom
Ic662d268dcaa	55	20		Ravi, on his way to school, saw guava tree.  There were	రవి బడికి వెళ్తూ దోవలో ఒక జామ	ocr		ÆæÿÑ ºyìþMìü Ððþâæý*¢ §øÐèþÌZ JMæü gêÐèþ$	1:277.9	prose no-rom
I07729fdb6187	55	21		saw guava tree.  There were fruits on the tree.  He wanted to	చెట్టును చూశాడు. చెట్టుకు జామకాయలున్నాయి.	ocr		^ðþr$t¯èþ$ ^èþ*Ôéyæþ$.  ^ðþr$tMæü$ gêÐèþ$M>Äæý$Ë$¯é²Æÿ$$.	1:293.6	prose no-rom
Ica7cf1b4225d	55	22		eat them.  He threw a stone at	అతనికి నోరూరింది. ఒక రాయి తీసుకుని	ocr		A™èþ°Mìü ¯øÆæÿ*Ç…¨.  JMæü Æ>Æÿ$$ ¡çÜ$Mæü$°	1:308.8	prose no-rom
I118c2a415c36	55	23		the fruits.  The stone hit a crow which was there on the tree.  It	కాయను కొట్టాడు. అక్కడ ఉన్నకాకికి ఆ రాయి	ocr		M>Äæý$¯èþ$ Mösêtyæþ$.  AMæüPyæþ E¯èþ² M>MìüMìü B Æ>Æÿ$$	1:324.1	prose no-rom
If39a8bd738ca	55	24		which was there on the tree.  It fell down.  Ravi went close to	తగిలింది. అది కింద పడ్డది. రవి దాని	ocr		™èþWÍ…¨.  A¨ Mìü…§æþ ç³yæþz¨.  ÆæÿÑ §é°	1:339.3	prose no-rom
Ia778073429db	55	25		that and looked at it.  Since it	దగ్గరికి వెళ్ళి చూశాడు. అది బతికి లేదు.	ocr		§æþVæüYÇMìü Ððþãå ^èþ*Ôéyæþ$.  A¨ º†Mìü Ìôý§æþ$.	1:354.6	prose no-rom
I1aa1960c84e7	55	26		was hurt severely, it died.  While throwing the stone Ravi never	దెబ్బ బాగా తగలటం వల్ల చచ్చింది. రాయి	ocr		§ðþº¾ »êV> ™èþVæüËr… ÐèþËÏ ^èþ_a…¨.  Æ>Æÿ$$	1:369.8	prose no-rom
I5c2a011b7687	55	27		THE PYTHON throwing the stone Ravi never thought that it would hit the crow	విసిరేటప్పుడు అది ఆ కాకికి తగులుతుందని,	ocr		ÑíÜÆóÿrç³šyæþ$ A¨ B M>MìüMìü ™èþVæü$Ë$™èþ$…§æþ°,	1:385.3	prose no-rom
Ib76f48b7528e	55	28		THAT SWALLOWED and the crow would die.  He	ఆ కాకి చస్తుందని రవి అనుకోలేదు. అది	ocr		B M>Mìü ^èþçÜ$¢…§æþ° ÆæÿÑ A¯èþ$MøÌôý§æþ$.  A¨	1:400.5	prose no-rom
Ic49565a374ad	55	29		A GOAT was afraid that somebody might scold him.  He wanted to pluck	చావటం వల్ల ఎవరైనా చూసి తిడ్డారేమోనని	ocr		^éÐèþr… ÐèþËÏ GÐèþÆðÿO¯é ^èþ*íÜ †yé¢ÆóÿÐðþ*¯èþ°	1:415.8	prose no-rom
Id96f99486f52	55	30		scold him.  He wanted to pluck some guavas by climbing the tree	భయపడ్డాడు. రాళ్ళు వెయ్యకుండా చెట్టు ఎక్కి	ocr		¿æýÄæý$ç³yézyæþ$.  Æ>âæý$å ÐðþÄæý$ÅMæü$…yé ^ðþr$t GMìüP	1:431.0	prose no-rom
I75d914aeb312	55	31		Gwalior, September 26. without throwing stones any	జామకాయలు కోద్దాం అనుకున్నాడు... చెట్టు	ocr		gêÐèþ$M>Äæý$Ë$ Mø§éª… A¯èþ$Mæü$¯é²yæþ$.  ^ðþr$t	1:446.2	prose no-rom
I7b7f1f2f7f95	55	32		Gwalior, September 26. One python, while swallow- more.  But while climbing up the tree he slipped and fell down.	ఎక్కుతూండగా కాలు జారి కింద పడిపోయాడు.	ocr		GMæü$P™èþ*…yæþV> M>Ë$ gêÇ Mìü…§æþ ç³yìþ´ùÄæý*yæþ$.	1:461.5	prose no-rom
I3c419d4063b1	55	33		ing a goat inside the Gwalior fort tree he slipped and fell down. The branch he was holding was	అతను పట్టుకున్న కొమ్మ గూడా విరిగిపోయింది.	ocr		A™èþ¯èþ$ ç³r$tMæü$¯èþ² MöÐèþ$Ã Væü*yé ÑÇW´ùÆÿ$$…¨.	1:476.9	prose no-rom
Iaad5de238f9b	55	34		on the other day, was caught.  By also broken.  There was rain	కింద వాన నీళ్ళున్నాయి. నీళ్ళల్లో పడటం వల్ల	ocr		Mìü…§æþ Ðé¯èþ ±âæý$å¯é²Æÿ$$.  ±âæýåÌZÏ ç³yæþr… ÐèþËÏ	1:492.2	prose no-rom
Ide79e80becec	55	35		that time more than half of the water below.  Since he fell into the water his clothes got wet.  The	అతని బట్టలు తడిసిపోయాయి. వాళ్ళ నాన్న	ocr		A™èþ° ºrtË$ ™èþyìþíÜ´ùÄæý*Æÿ$$. Ðéâæýå ¯é¯èþ²	1:507.4	prose no-rom
I8c7c2eb7fd1b	55	36		goat’s body was inside the the water his clothes got wet.  The watch he wore without his	గారికి చెప్పకుండా పెట్టుకుని వచ్చిన గడియారం	ocr		V>ÇMìü ^ðþç³µMæü$…yé ò³r$tMæü$° Ðèþ_a¯èþ VæüyìþÄæý*Ææÿ…	1:522.7	prose no-rom
If746e472c7fe	55	37		python’s mouth.  But the hind legs of the goat were seen outside. father’s knowledge also got wet.	గూడా తడిసిపోయింది. నీళ్ళు తగలగానే అది	ocr		Væü*yé ™èþyìþíÜ´ùÆÿ$$…¨.  ±âæý$å ™èþVæüËV>¯óþ A¨	1:537.9	prose no-rom
I4fa0172e6f71	55	38		of the goat were seen outside. People pulled it out with those The moment it fell in water, it	ఆగిపోయింది... వాళ్ళ నాన్నగారు కోప్పడ-	ocr		BW´ùÆÿ$$…¨.  Ðéâæýå ¯é¯èþ²V>Ææÿ$ Møç³µyæþ&	1:553.2	prose no-rom
I81010b70dfd5	55	39		hind legs.  The goat was still alive stopped working.  He was afraid that his father might take him to	తారేమోనని అతను భయపడిపోయాడు. అప్పటికి	ocr		™éÆóÿÐðþ*¯èþ° A™èþ¯èþ$ ¿æýÄæý$ç³yìþ´ùÄæý*yæþ$.  Aç³µsìýMìü	1:568.6	prose no-rom
Ia2f117dc71c4	55	40		by then.  But after a short while, task.  Thinking that his father	స్కూలు టైము అయిపోయింది. వాళ్ళ నాన్నగారు	ocr		çÜ*PË$ sñýOÐèþ$$ AÆÿ$$´ùÆÿ$$…¨.  Ðéâæýå ¯é¯èþ²V>Ææÿ$	1:583.9	prose no-rom
I9721989f1036	55	41		it died.  The python was handed would have left for his office, he	అప్పటికి ఆఫీసుకు వెళ్ళిపోయి ఉంటారు	ocr		Aç³µsìýMìü BïœçÜ$Mæü$ Ððþãå´ùÆÿ$$ E…sêÆæÿ$	1:599.1	prose no-rom
I343616879030	55	42		over to a local zoo.  The python started slowly for his home.  But, his father was in the verandah by	అనుకుని మెల్లగా ఇంటిక్‌ వెళ్ళేసరికి వాళ్ళ	ocr		A¯èþ$Mæü$° Ððþ$ËÏV> C…sìýMìü ÐðþâôýåçÜÇMìü Ðéâæýå	1:614.4	prose no-rom
Id519201c9c10	55	43		weighed about 40 kilograms.  It was ten years old.  The goat the time he reached home.	నాన్నగారు వరండాలో కూర్చుని వున్నారు.	ocr		¯é¯èþ²V>Ææÿ$ ÐèþÆæÿ…yéÌZ Mæü*Ææÿ$a° Ðèþ#¯é²Ææÿ$.	1:629.6	prose no-rom
