lesson	seq	speaker	en	te	te_src	rom	legacy	keys	flags
42	23		Now-a-days there are a lot more pickpockts in the country! You asked me to buy sandles for you, didn't you ! not !	తీసుకురావటం మర్చిపోకండి!	ocr		¡çÜ$Mæü$Æ>Ðèþr… Ðèþ$Ça´ùMæü…yìþ!	4:203.1	prose no-rom
42	24		pickpockts in the country! I found a girl of your size at the shop. I just called her in. Yes, it is dicoction ! Don't	కషాయంలాగా ఉంది.	ocr		MæüÚëÄæý$…ÌêV> E…¨.	4:214.2	prose no-rom
42	25		KEPT HERE? Ramu still doesn't have any teeth.	ఎంత పెద్ద కలం తెచ్చానో చూడు. ఇది లీ పుట్టినరోజు కానుకః ఒకసరి సిరా పోస్తే ఒక	ocr		G…™èþ ò³§æþª MæüË… ™ðþ^éa¯ø ^èþ*yæþ$. C¨ ± ç³#sìýt¯èþÆøk M>¯èþ$Mæü. JMæüÝëÇ íÜÆ> ´ùõÜ¢ JMæü	4:426.0	prose no-rom
42	26			నవల పూర్తిచెయ్యవబ్చు!	ocr		¯èþÐèþË ç³NÇ¢^ðþÄæý$ÅÐèþ^èþ$a!	4:438.0	prose no-en no-rom
42	27			'నుబ్బారావు పరీక్ష పాసయ్యాడా కాలేదా!	ocr		çÜ$»ê¾Æ>Ðèþ# ç³È„æü ´ëçÜÄæý*Åyé M>Ìôý§é!	5:170.2	prose no-en no-rom
42	28		Hell with your habit ! This is I won't sign without taking our son's progress report ! Dassara bakshies. forget to bring coffee Nonsense! You can't learn powder today also! how to make coffee in	నన్నడ్రుగుతావేం? వాడి	ocr		¯èþ¯èþ²yæþ$Væü$™éÐóþ…? Ðéyìþ	5:234.7	prose no-rom
42	29		Dassara bakshies. powder today also! how to make coffee in your life time. It is just	తలమీద టోపీ	ocr		™èþËÒ$§æþ sZï³	5:246.6	prose no-rom
42	30		UNIT 7 your life time. It is just like dicoction.	'కనిపెంచటంలేదా 1	ocr		Mæü°í³…^èþr…Ìôý§é !	5:258.8	prose no-rom
42	31			“అబ్బ! పన్ను నైప్పిగా ఉంది.”	ocr		"""""Aº¾! ç³¯èþ$² ¯ðþí³µV> E…¨.''"	5:327.7	prose no-en no-rom
42	32			“మమ్మీ! పంటినెప్పి అంటే ఏమిటి?	ocr		"""""Ðèþ$Ò$Ã! ç³…sìý¯ðþí³µ A…sôý HÑ$sìý?"	5:339.7	prose no-en no-rom
42	33			౧ రామూకు పంటినెప్పి అంటే ఏమిటో అసలే	ocr		Æ>Ðèþ$*Mæü$ ç³…sìý¯ðþí³µ A…sôý HÑ$sZ AçÜÌôý	5:351.6	prose no-en no-rom
42	34			ఈ తెలియదు. కారణం? రామూకు అనలు పళ్లే లేవు!	ocr		™ðþÍÄæý$§æþ$. M>Ææÿ×ý…? Æ>Ðèþ$*Mæü$ AçÜË$ ç³âôýÏ ÌôýÐèþ#!	5:363.5	prose no-en no-rom
