guid	lesson	seq	speaker	en	te	te_src	rom	legacy	keys	flags
I388cdd6e181b	22	11	»êË$þ	It is no where here in this (diary).	బాలు : ఇందులో ఎక్కడా లేదు.	ocr		»êË$þ : C…§æþ$ÌZ GMæüPyé Ìôý§æþ$.	1:400.2	no-rom
Ic6cea04a7537	22	12	Vøí³	Search for it once again.  Where are you looking into?  That is an old diary.	గోపి. ఇంకొక సారి వెతుకు. ఎందులో చూస్తున్నావు? అది పాత డైరీ!	ocr		Vøí³ : C…MöMæü ÝëÇ Ððþ™èþ$Mæü$.  G…§æþ$ÌZ ^èþ*çÜ$¢¯é²Ðèþ#?  A¨ ´ë™èþ yðþOÈ!	1:429.6;1:444.2	no-rom
I9f475d59f14b	22	13	ÆæÿÑ	Some one is knocking door out side.  Open the door Balu!	రవి: బైట ఎవరో తలుపు కొడ్తున్నారు. తలుపు తియ్యి బాలూ!	ocr		ÆæÿÑ : »ñýOr GÐèþÆø ™èþË$ç³# Möyæþ$¢¯é²Ææÿ$. ™èþË$ç³# †Æÿ$$Å »êË*!	1:473.6;1:488.4	no-rom
I120d1a722e8c	22	14	Vøí³	I am opening the door.  Thre is no one out side.  The doors are rattling because of the wind.	గోపి: నేను తీస్తున్నాను. బైట ఎవరూ లేరు. గాలికి తలుపులు చప్పుడు. చేస్తున్నాయి.	ocr		Vøí³ : ¯óþ¯èþ$ ¡çÜ$¢¯é²¯èþ$.  »ñýOr GÐèþÆæÿ* ÌôýÆæÿ$.  V>ÍMìü ™èþË$ç³#Ë$ ^èþç³šyæþ$ ^óþçÜ$¢¯é²Æÿ$$.	1:517.9;1:532.5;1:547.3	no-rom
Id8071b8a8f02	22	15	ÆæÿÑþ	Okay!  Push that chair to that door.	రవి. : సే ఆ కుర్చీని తలుపు దగ్గి నెట్టు.	ocr		ÆæÿÑþ : çÜÆóÿ!  B Mæü$Èa° ™èþË$ç³# §æþVæüYÇMìü ¯ðþr$t.	1:576.7	no-rom
I4e8a6a575932	22	16	Vøí³	I am pushing it.  There are some papers in this.	గోపి : నెడ్తున్నాను.. ఇందులో ఏవో కాయితాలున్నాయి..	ocr		Vøí³ : ¯ðþyæþ$¢¯é²¯èþ$.  C…§æþ$ÌZ HÐø M>Æÿ$$™éË$¯é²Æÿ$$.	1:606.1;1:621.2	no-rom
I9d975720eddd	22	17	ÆæÿÑ	Keep this book on them.	రవి. : వాటి మీద ఈ పుస్తకం పెట్టు.	ocr		ÆæÿÑ : Ðésìý Ò$§æþ D ç³#çÜ¢Mæü… ò³r$t.	2:179.8	no-rom
Iaacde704498e	22	18	Vøí³	I am keeping it there.	గోపి. : పెడుతున్నాను.	ocr		Vøí³ : ò³yæþ$™èþ$¯é²¯èþ$.	2:210.2	no-rom
I9e7017cef904	22	19	»êË$	Gopi!  We have to take these book-bundles to the Railway station.  Aren’t we?  Start.	బాలు : గోపీ! మనం ఇప్పుడు ఈ పుస్తూల కట్టలు రైలుస్టేషనుకు తీసుకు పోవాలి కదా! బయల్డేరు.	ocr		»êË$ : Vøï³!  Ðèþ$¯èþ… Cç³šyæþ$ D ç³#çÜ¢M>Ë MæürtË$ ÆðÿOË$õÜtçÙ¯èþ$Mæü$ ¡çÜ$Mæü$ ´ùÐéÍ Mæü§é!  ºÄæý$ÌôýªÆæÿ$.	2:240.7;2:255.9;2:271.1	no-rom
Ic4155faf38dd	22	20	Vøí³þ	The books are many.	గోపి: పుస్తకాలు చాలా ఉన్నాయి.	ocr		Vøí³þ : ç³#çÜ¢M>Ë$ ^éÌê E¯é²Æÿ$$.	2:301.5	no-rom
Ica150a37fbee	22	21	»êË$	Yes.  Giri and  Sarma are also coming with us.  You take this bundle.  Giri, you take this. Give this to Sarma.	బాలు : అవును. గిరి, శర్మ కూడా మనతో వస్తున్నారు... నువ్వీ కట్ట తీసుకో! గిరీ ఇది నువ్వు తీసుకో! ఇది శర్మకు ఇవ్వు!	ocr		»êË$ : AÐèþ#¯èþ$.  WÇ, ÔèýÆæÿÃ Mæü*yé Ðèþ$¯èþ™ø ÐèþçÜ$¢¯é²Ææÿ$.  ¯èþ$ÒÓ Mæürt ¡çÜ$Mø! WÈ C¨ ¯èþ$Ðèþ#Ó ¡çÜ$Mø!  C¨ ÔèýÆæÿÃMæü$ CÐèþ#Ó!	2:332.0;2:347.2;2:362.4;2:377.7	no-rom
Ie6d14db04f6d	22	22	Vøí³	Balu!  Why are you limping?	గోపి: బాలూ! ఎందుకు కుంటుకున్నావు?	ocr		Vøí³ : »êË*!  G…§æþ$Mæü$ Mæü$…r$™èþ$¯é²Ðèþ#?	2:408.1	no-rom
I6b11706a17f6	22	23	»êË$	My leg is paining.  Don’t go fast (before me).	బాలు 2 నా కాలు నెప్పిగా ఉంది. నువ్వు ముందు వెళ్లకు.	ocr		»êË$ : ¯é M>Ë$ ¯ðþí³µV> E…¨.  ¯èþ$Ðèþ#Ó Ðèþ$$…§æþ$ ÐðþâæýÏMæü$.	2:438.6;2:453.8	no-rom
I9b79b10ba6f4	22	24	Vøí³	Then hold my hand.	గోపి : అయితే నా చెయ్యి పట్టుకో.	ocr		Vøí³ : AÆÿ$$™óþ ¯é ^ðþÆÿ$$Å ç³r$tMø.	2:484.2	no-rom
I1777b389dcc5	22	25	»êË$	You have books in your hand!	బాలు : నీ చేతిలో పుస్తకాలున్నాయి కదా!	ocr		»êË$ : ± ^óþ†ÌZ ç³#çÜ¢M>Ë$¯é²Æÿ$$ Mæü§é!	2:514.7	no-rom
I6012c1a11070	22	26	Vøí³	Doesn’t matter.  I don’t have the books in both the hands.	గోపి: పరవాలేదు... రెండు చేతులలో 'లేవుగదా!	ocr		Vøí³ : ç³ÆæÿÐéÌôý§æþ$.  Æðÿ…yæþ$ ^óþ™èþ$ËÌZ ÌôýÐèþ#Væü§é!	2:545.1;2:560.3	no-rom
I71c6e07a5c83	22	27	»êË$	Why are tears there in your left eye?  Your eyes also look red.	బాలు : ఎందుకు నీ ఎడమకంటికి నీళ్లు వస్తున్నాయి? కళ్ళు ఎర్రగా ఉన్నాయి గూడా!	ocr		»êË$ : G…§æþ$Mæü$ ± GyæþÐèþ$Mæü…sìýMìü ±âæý$Ï ÐèþçÜ$¢¯é²Æÿ$$?  Mæüâæý$å G{ÆæÿV> E¯é²Æÿ$$ Væü*yé!	2:590.8;2:606.0;2:621.2	no-rom
I5131aafa195f	22	28	Vøí³	Are both the eyes red?	గోపి. : రెండు కళ్ళూ ఎర్రగా ఉన్నాయా?	ocr		Vøí³ : Æðÿ…yæþ$ Mæüâæý*å G{ÆæÿV> E¯é²Äæý*?	3:179.8	no-rom
Ia741bb51d3b6	22	29	»êË$	The left eye is very red and the right one is also red but a little.	బాలు : ఎడమ కన్ను బాగా ఎర్రగా ఉంది. కుడికన్ను కొంచెం ఎర్రగా ఉంది.	ocr		»êË$ : GyæþÐèþ$ Mæü¯èþ$² »êV> G{ÆæÿV> E…¨. Mæü$yìþMæü¯èþ$² Mö…^ðþ… G{ÆæÿV> E…¨.	3:210.2;3:225.4	no-rom
I19079db8dc07	22	30	Vøí³	There is something in my left eye. That’s why it is paining.	గోపి. : ఎడమ కంట్లో ఏదో ఉంది. అందుకే కన్ను నొప్పిగా ఉంది.	ocr		Vøí³ : GyæþÐèþ$ Mæü…sZÏ H§ø E…¨.  A…§æþ$Móü Mæü¯èþ$² ¯öí³µV> E…¨.	3:255.9;3:271.1	no-rom
I186d0b0dca3a	22	31	»êË$	The wind is blowing fast.  The dust is getting into the eyes. Put on the spectacales.	బాలు : గాలి విపరీతంగా ఉంది. కళ్ళల్లో దుమ్ము పడుతోంది. కళ్ళజోడు. పెట్టుకో!	ocr		»êË$ : V>Í Ñç³È™èþ…V> E…¨.  MæüâæýåÌZÏ §æþ$Ðèþ$$Ã ç³yæþ$™ø…¨.  MæüâæýågZyæþ$ ò³r$tMø!	3:301.5;3:316.8;3:332.0	no-rom
I8ebf73daa39f	22	32	Vøí³	Be careful!  You have a hole in your pocket and the coins are dropping down.	గోపి : జాగ్రత్త నీ జేబుకు చిల్లి ఉంది. డబ్బులు కింద పడుతున్నాయి.	ocr		Vøí³ : gê{Væü™èþ¢!  ± gôýº$Mæü$ _ÍÏ E…¨. yæþº$¾Ë$ Mìü…§æþ ç³yæþ$™èþ$¯é²Æÿ$$.	3:362.4;3:377.7	no-rom
I1e1893d2bcdd	22	33	»êË$	What is this?  There are so many thorns in this way.  See how big is this thorn.	బాలు : ఇదేమిటి? ఈ దోవలో ఇన్ని ముళ్ళు ఉన్నాయి? ఈ ముల్లు చూడు. ఎంత పెద్దదో!	ocr		»êË$ : C§óþÑ$sìý?  D §øÐèþÌZ C°² Ðèþ$$âæý$å E¯é²Æÿ$$?  D Ðèþ$$Ë$Ï ^èþ*yæþ$.  G…™èþ ò³§æþª§ø!	3:408.1;3:423.3;3:438.6	no-rom
Id35a95317a67	22	34	ÆæÿÑÿ	Yes!  Walk carefully.  It is also very hot.  My feet are burning.	రవి. : అవను! జాగ్రత్తగా రా! ఎండ గూడా తీవ్రంగా ఉంది. కాళ్ళు కాలుతున్నాయి.	ocr		ÆæÿÑÿ : AÐèþ#¯èþ$!  gê{Væü™èþ¢V> Æ>!  G…yæþ Væü*yé ¡{Ðèþ…V> E…¨. M>âæý$å M>Ë$™èþ$¯é²Æÿ$$.	3:469.0;3:484.2	no-rom
I45187db466eb	22	35	»êË$	Are Giri and Sarma also coming?	బాలు 2 గిర్కి శర్మ గూడా వస్తున్నారా?	ocr		»êË$ : WÇ, ÔèýÆæÿÃ Væü*yé ÐèþçÜ$¢¯é²Æ>?	3:514.7	no-rom
I58d795dcc62d	22	36	ÆæÿÑ	Yes!  They are coming behind us.  They have more books.	రవి. : ఆ|| వాళ్ళు మనవెనక వస్తున్నారు. వాళ్ళ దగ్గర ఎక్కువ పుస్తకాలున్నాయి.	ocr		ÆæÿÑ : B!  Ðéâæý$å Ðèþ$¯èþÐðþ¯èþMæü ÐèþçÜ$¢¯é²Ææÿ$. Ðéâæýå §æþVæüYÆæÿ GMæü$PÐèþ ç³#çÜ¢M>Ë$¯é²Æÿ$$.	3:545.1;3:560.3	no-rom ocr-suspect
Ief6ba1b85b73	22	37	»êË$	Yes.  We don’t have so many books.  Our bag is less heavier (than their bag).	బాలు : అవును, మన దగ్గర అన్ని పుస్తకాలు లేవు. మన సంచీ బరువుతక్కువ.	ocr		»êË$ : AÐèþ#¯èþ$, Ðèþ$¯èþ §æþVæüYÆæÿ A°² ç³#çÜ¢M>Ë$ ÌôýÐèþ#.  Ðèþ$¯èþ çÜ…` ºÆæÿ$Ðèþ#™èþMæü$PÐèþ.	3:590.8;3:606.0	no-rom
