guid	lesson	seq	speaker	en	te	te_src	rom	legacy	keys	flags
I87606a20b925	36	11	Æ>Ðèþ$Äæý$Å	I have a cow and a buffalo, sir.	రామయ్య : ఒక ఆవు, ఒక గేదె ఉన్నాయి బాబూ!	ocr		Æ>Ðèþ$Äæý$Å : JMæü BÐèþ#, JMæü Vóü§ðþ E¯é²Æÿ$$ »êº*!	1:392.6	no-rom
Ia6a3a93a29cb	36	12	´ë{™ø	What do you grow in your land?	పాత్రో : మీ పాలంలో ఏమేమి పండుతాయి?	ocr		´ë{™ø : Ò$ ´÷Ë…ÌZ HÐóþ$Ñ$ ç³…yæþ$™éÆÿ$$?	1:425.8	no-rom
I1f277ce20cc3	36	13	Æ>Ðèþ$Äæý$Å	We have all dry crops, sir.  We grow mainly chillies, red-gram and tobacco.	రామయ్య : మెట్టపంటలన్నీ పండుతాయండీ! ముఖ్యంగా మెరప, కంది, పాగాకు ఎక్కువగా పండిస్తాం.	ocr		Æ>Ðèþ$Äæý$Å : Ððþ$rtç³…rË±² ç³…yæþ$™éÄæý$…yîþ! Ðèþ$$QÅ…V> Ððþ$Ææÿç³, Mæü…¨, ´÷V>Mæü$ GMæü$PÐèþV> ç³…yìþÝë¢….	1:458.9;1:475.5;1:492.1	no-rom
I03acb734d6f6	36	14	´ë{™ø	Does't paddy grow here?	పాత్రో: వరి పండదా?	ocr		´ë{™ø : ÐèþÇ ç³…yæþ§é?	1:525.2	no-rom
I781d522d8103	36	15	Æ>Ðèþ$Äæý$Å	This is dry land, you see.  Paddy grows only in wet lands.  We have to depend on rain for our crops.	రామయ్య : ఇది మెట్ట భూమి గదా! మాగానిలో వరి పండుతుంది. వూక పంటలకు వర్షాలే ఆధారం.	ocr		Æ>Ðèþ$Äæý$Å : C¨ Ððþ$rt ¿æý*Ñ$ Væü§é!  Ðèþ*V>°ÌZ ÐèþÇ ç³…yæþ$™èþ$…¨.  Ðèþ*Mæü$ ç³…rËMæü$ ÐèþÆ>ÛÌôý B«§éÆæÿ….	1:558.4;1:574.9;1:591.5	no-rom
I21a7e9aa7f4e	36	16	´ë{™ø	When do you plough the land?	పాత్రో : పాలం ఎప్పుడు దున్నుకారండీ?	ocr		´ë{™ø : ´÷Ë… Gç³šyæþ$ §æþ$¯èþ$²™éÆæÿ…yîþ?	1:624.7	no-rom
I285d89cd994d	36	17	Æ>Ðèþ$Äæý$Å	We have to plough it in this month. We will plough it in two or three days.  We did not have good rains so far during this year.  It will lead to difficulties, if it does not rain for another month.	రామయ్య : ఈ నెలలో దున్నాలి. రెండు మూడు ఇప్పటిదాకా వుంచి వర్షాలు కురవలేదండీ! ఇంకొక నెలలో మంచి. వర్షం కురవకపోతే కష్టం.	ocr		Æ>Ðèþ$Äæý$Å : D ¯ðþËÌZ §æþ$¯é²Í.  Æðÿ…yæþ$ Ðèþ$*yæþ$ ÆøkÌZÏ §æþ$¯èþ$²™é .  D çÜ…Ðèþ™èþÞÆæÿ… Cç³µsìý§éM> Ðèþ$…_ ÐèþÆ>ÛË$ Mæü$ÆæÿÐèþÌôý§æþ…yîþ!  C…MöMæü ¯ðþËÌZ Ðèþ$…_ ÐèþÆæÿÛ… Mæü$ÆæÿÐèþMæü´ù™óþ MæüçÙt….	2:160.6;2:177.8;2:194.8;2:211.4;2:228.0	no-rom
If739ae27b99c	36	18	´ë{™ø	There were good rains in our area.  Don't you have any lakes here?	పాత్రో : మా వైపు మంచి వర్షాలు కురాయి. చెరువులేవీ లేవా ఇక్కడ?	ocr		´ë{™ø : Ðèþ* ÐðþOç³# Ðèþ$…_ ÐèþÆ>ÛË$ Mæü$ÇÔéÆÿ$$. ^ðþÆæÿ$Ðèþ#ÌôýÒ ÌôýÐé CMæüPyæþ?	2:277.7;2:294.3	no-rom
Ibe6f408f03fa	36	19	Æ>Ðèþ$Äæý$Å	There are no lakes in these ar- eas.  They say that we get water from Nagarjua Sagar canals.  I am planning to con- vert one acre into wet land then.	రామయ్య : ఇటువైపు చెరువులు లేవండీ. వచ్చే సంవత్సరం నాగార్జునసాగర్‌ కాలవ నీళ్ళు వస్తాయంటున్నారు. అప్పుడు ఒక ఎకరం మాగాని చేద్దాం అనుకుంటున్నాను.	ocr		Æ>Ðèþ$Äæý$Å : Cr$ÐðþOç³# ^ðþÆæÿ$Ðèþ#Ë$ ÌôýÐèþ…yîþ. Ðèþ^óþa çÜ…Ðèþ™èþÞÆæÿ… ¯éV>Ææÿ$j¯èþÝëVæüÆŠÿ M>ËÐèþ ±âæý$å ÐèþÝë¢Äæý$…r$¯é²Ææÿ$. Aç³šyæþ$ JMæü GMæüÆæÿ… Ðèþ*V>° ^óþ§éª… A¯èþ$Mæü$…r$¯é²¯èþ$.	2:327.4;2:344.0;2:360.6;2:377.1;2:393.7	no-rom
I646180410ce5	36	20	´ë{™ø	You can convert the entire land into wet land.  Can't you?	పాత్రో : మొత్తం మాగాని చెయ్యవచ్చుకదా!	ocr		´ë{™ø : Ððþ$$™èþ¢… Ðèþ*V>° ^ðþÄæý$ÅÐèþ^èþ$aMæü§é!	2:426.9	no-rom
I7fcf697b9e7c	36	21	Æ>Ðèþ$Äæý$Å	How can I do it, sir?  A large amount of money is needed. I have already taken some loan from a bank.  I don't know when that loan will be cleared. It has become very difficult for me to cleare that loan itself.	రామయ్య : ఎలా చెయ్యనండీ? చాలా డబ్బు కావాలి. ఇప్పటికే బ్యాంకులో అప్పు తీసుకున్నాను. ఆ అప్పు ఎప్పుడు తీరుతుందో! నాకు ఆ అప్పు తీర్చటమే కష్టంగా ఉంది.	ocr		Æ>Ðèþ$Äæý$Å : GÌê ^ðþÄæý$Å¯èþ…yîþ?  ^éÌê yæþº$¾ M>ÐéÍ.  Cç³µsìýMóü »êÅ…Mæü$ÌZ Aç³š ¡çÜ$Mæü$¯é²¯èþ$.  B Aç³š Gç³šyæþ$ ¡Ææÿ$™èþ$…§ø!  ¯éMæü$ B Aç³š ¡ÆæÿarÐóþ$ MæüçÙt…V> E…¨.	2:460.0;2:476.6;2:493.2;2:509.7;2:526.3	no-rom
I4a4efd75b6f7	36	22	´ë{™ø	There is well in the neighbouring land.  Isn't it?  There is a de- vice also to draw the water from the well.	పాత్రో: మీ పక్క పాలంలో బావి ఉందే! ఏతం గూడా ఉంది.	ocr		´ë{™ø : Ò$ ç³MæüP ´÷Ë…ÌZ »êÑ E…§óþ! H™èþ… Væü*yé E…¨.	2:576.0;2:592.6	no-rom
I5afefee7ba77	36	23	Æ>Ðèþ$Äæý$Å	Yes.  We draw water from that well sometimes for our land also.  Look Babu!  somebody is calling you.	రామయ్య : అవ్రనండీ! అప్పుడప్పుడు ఆ నీళ్ళ మేం గూడా పొలానికి పెట్టుకుంటాం. చూడండి బాబూ! ఆయన ఎవరో మిమ్మల్ని పిలుస్తున్నారు.	ocr		Æ>Ðèþ$Äæý$Å : AÐèþ#¯èþ…yîþ!  Aç³šyæþç³šyæþ$ B ±âôýå Ðóþ$… Væü*yé ´÷Ìê°Mìü ò³r$tMæü$…sê…. ^èþ*yæþ…yìþ »êº*!  BÄæý$¯èþ GÐèþÆø, Ñ$Ðèþ$ÃÍ² í³Ë$çÜ$¢¯é²Ææÿ$.	3:160.6;3:177.1;3:193.7;3:210.3	no-rom
Ia5d2fd047836	36	24	´ë{™ø	Okay, sir!  I take leave.	పాత్రో : సరేనండీ! వస్తాను.	ocr		´ë{™ø : çÜÆóÿ¯èþ…yîþ!  ÐèþÝë¢¯èþ$.	3:243.4	no-rom
I191b92f1685d	36	25	Æ>Ðèþ$Äæý$Å	Okay, Babu!	రామయ్య : మంచిది బాబూ!	ocr		Æ>Ðèþ$Äæý$Å : Ðèþ$…_¨ »êº*!	3:276.6	no-rom
