guid	lesson	seq	speaker	en	te	te_src	rom	legacy	keys	flags
I766f1a4aeed5	13	14	ÆæÿÑ	Two girls and two boys.	రవి. : ఇద్దరమ్మాయిలూ, ఇద్దరబ్బాయిలూ.	ocr		ÆæÿÑ : C§æþªÆæÿÐèþ*ÃÆÿ$$Ë*, C§æþªÆæÿ»ê¾Æÿ$$Ë*.	1:469.6	no-rom
I4101b486afed	13	15	Ðèþ$*Ç¢	How old are they?	మూర్తి: వాళ్ళకు ఎన్నేళ్ళు?	ocr		Ðèþ$*Ç¢ : ÐéâæýåMæü$ G¯óþ²âæý$å?	1:500.1	no-rom
Ia39ce6579953	13	16	ÆæÿÑ	The eldest daughter is 31.  She has a daughter and a son.  The younger daughter is 25 years old.  The elder son is 28 years old.  He has good education. But he does not have a job. The younger one is 22.	రవి. : పెద్దమ్మాయికి ముప్రైఒకటో ఏడు. ఆమెకు ఒక ఆడపిల్లా, ఒక మగ 'ఫిల్లవాడూ. చిన్నమ్మాయికి ఇరవై ఐదో సంవత్సరం. పెద్దబ్బాయికి ఇరవై ఎనిమిదేళ్ళు. అతనికి మంచి చదువ ఉంది. కాని ఉద్యోగం లేదు. చిన్నబ్బాయికి ఇరవైరెండేళ్ళు..	ocr		ÆæÿÑ : ò³§æþªÐèþ*ÃÆÿ$$Mìü Ðèþ$$ò³Oü¹JMæüsZ Hyæþ$. BÐðþ$Mæü$ JMæü Byæþí³ÌêÏ, JMæü Ðèþ$Væü í³ËÏÐéyæþ*.  _¯èþ²Ðèþ*ÃÆÿ$$Mìü CÆæÿÐðþO I§ø çÜ…Ðèþ™èþÞÆæÿ….  ò³§æþª»ê¾Æÿ$$Mìü CÆæÿÐðþO G°Ñ$§óþâæý$å.  A™èþ°Mìü Ðèþ$…_ ^èþ§æþ$Ðèþ# E…¨.  M>° E§øÅVæü… Ìôý§æþ$. _¯èþ²»ê¾Æÿ$$Mìü CÆæÿÐðþOÆðÿ…yóþâæý$å.	1:530.5;1:545.7;1:561.0;1:576.2;1:591.4;1:606.6;1:621.8	no-rom
I42b16b21f998	13	17	Ðèþ$*Ç¢	The eldest daughter is a writer. Isn’t she?	మూర్తి : పెద్దమ్మాయి రచయిత్రి కదూ!	ocr		Ðèþ$*Ç¢ : ò³§æþªÐèþ*ÃÆÿ$$ Ææÿ^èþÆÿ$${† Mæü§æþ*!	2:179.8	no-rom
I71689cf34a96	13	18	ÆæÿÑ	Yes.  She is one of the top writers in Telugu.  She is a very good woman..	రవి. : అవును. తెలుగులో పెద్ద రచయిత్రు లలో ఆమె ఒకతె. ఆమె చాలా మంచిది.	ocr		ÆæÿÑ : AÐèþ#¯èþ$. ™ðþË$Væü$ÌZ ò³§æþª Ææÿ^èþÆÿ$${™èþ$ ËÌZ BÐðþ$ JMæü™ðþ.  BÐðþ$ ^éÌê Ðèþ$…_¨.	2:210.2;2:225.4;2:240.7	no-rom
I865a055613b7	13	19	Ðèþ$*Ç¢	Is Venkateswarlu a good man?	మూర్తి : వెంకటేశ్వర్లు మంచివాడేనా?.	ocr		Ðèþ$*Ç¢ : Ððþ…MæüsôýÔèýÓÆæÿ$Ï Ðèþ$…_Ðéyóþ¯é?	2:271.1	no-rom
I51f75ee44e38	13	20	ÆæÿÑ	Yes.  He is also a very good man.	రవి: ఆ| ఆయన కూడా చాలా మంచివాడు.	ocr		ÆæÿÑ : B!  BÄæý$¯èþ Mæü*yé ^éÌê Ðèþ$…_Ðéyæþ$.	2:301.5;2:316.8	no-rom ocr-suspect
I25fa97f5cbcf	13	21	Ðèþ$*Ç¢	And his brother?	మూర్తి: ఆయన తమ్ముడు?	ocr		Ðèþ$*Ç¢ : BÄæý$¯èþ ™èþÐèþ$$Ãyæþ$?	2:347.2	no-rom
Iad8f4b252bcb	13	22	ÆæÿÑ	He is also a good man.  His children are good persons. They are all nice people.	రవి: ఆయన కూడా మంచివాడే! ఆయన పిల్లలూ మంచివాళ్ళే. వాళ్ళందరూ. మంచివాళ్ళు.	ocr		ÆæÿÑ : BÄæý$¯èþ Mæü*yé Ðèþ$…_Ðéyóþ!  BÄæý$¯èþ í³ËÏË* Ðèþ$…_Ðéâôýå.  Ðéâæýå…§æþÆæÿ* Ðèþ$…_Ðéâæý$å.	2:377.7;2:392.9;2:408.1	no-rom
Icaf1113f6ce8	13	23	Ðèþ$*Ç¢	Give this letter to Venkateswarlu. I have a degree! Do you have a job? I am handsome!	మూర్తి: ఈ ఉత్తరం వెంకటేశ్వర్లుకు ఇవ్వు. నాకు డిగ్రీ ఉన్నది! నాకు అందం ఉన్నది!	ocr		Ðèþ$*Ç¢ : D E™èþ¢Ææÿ… Ððþ…MæüsôýÔèýÓÆæÿ$ÏMæü$ CÐèþ#Ó. ¯éMæü$ yìþ{X E¯èþ²¨! ¯éMæü$ A…§æþ… E¯èþ²¨!	2:438.6;2:483.8;2:488.7	no-rom
I67a30f80ccf4	13	24	Vøí³	Giri!  How many marks did you get in Telugu?	గోపి 2 గిరీ! నీకు తెలుగులో ఎన్ని మార్కులు?	ocr		Vøí³ : WÈ!  ±Mæü$ ™ðþË$Væü$ÌZ G°² Ðèþ*Ææÿ$PË$?	3:179.8;3:195.0	no-rom
I554847be1613	13	25	WÇ	I got sixtyfour percent.	గిరి. : నాకు నూటికి అరవైనాలుగు.	ocr		WÇ : ¯éMæü$ ¯èþ*sìýMìü AÆæÿÐðþO¯éË$Væü$.	3:210.2	no-rom
I842efd098ddf	13	26	Vøí³	How many did Hari get and how many did Raju?	గోపి: హరికి ఎన్ని? రాజుకు ఎన్ని?	ocr		Vøí³ : çßýÇMìü G°²?  Æ>kMæü$ G°²?	3:240.7	no-rom
Iffbe54118d95	13	27	WÇ	Hari got 70.   Raju got 72.	గిరి. : హరికి డెబ్ఫై. రాజుకు డెట్ఫైరెండు.	ocr		WÇ : çßýÇMìü yðþ»ñýOüÂ.  Æ>kMæü$ yðþ»ñýOüÂÆðÿ…yæþ$.	3:271.1	no-rom
I3a816256ebff	13	28	Vøí³	How many did Susila get and how many did Gowri.	గోపి: సుశీలకెన్ని.. గౌరెన్ని?	ocr		Vøí³ : çÜ$ÖËMðü°²?  VúÇMðü°²?	3:301.5	no-rom
I434bea5c2538	13	29	WÇ	Susila got 80 and Gowri 81.	గిరి. 2 సుశీలకు ఎనభై. గౌరికి ఎనభైఒకటి.	ocr		WÇ : çÜ$ÖËMæü$ G¯èþ¿ñýO.  VúÇMìü G¯èþ¿ñýOJMæüsìý.	3:332.0	no-rom
I586d862a96d3	13	30	Vøí³	Hello, Mr. Sarma!  How many marks did you get in mathematics?	గోపి: ఏమండీ శర్మగారూ! మీకు లెక్షలలో ఎన్ని మార్కులు?	ocr		Vøí³ : HÐèþ$…yîþ ÔèýÆæÿÃV>Ææÿ*!  Ò$Mæü$ ÌñýMæüPËÌZ G°² Ðèþ*Ææÿ$PË$?	3:362.4;3:377.7	no-rom
I89f80346bb47	13	31	ÔèýÆæÿÃ	I got cent percent.	శర్మ: నూటికి నూరు మార్కులు.	ocr		ÔèýÆæÿÃ : ¯èþ*sìýMìü ¯èþ*Ææÿ$ Ðèþ*Ææÿ$PË$.	3:408.1	no-rom
I5d5787687f9d	13	32	Vøí³	How many in science?	గోపి: సైన్సులో ఎన్ని?	ocr		Vøí³ : òÜO¯èþ$ÞÌZ G°²?	3:438.6	no-rom
Id101be948b7c	13	33	ÔèýÆæÿÃ	Ninetysix.	శర్మ: తొంభైఆరు.	ocr		ÔèýÆæÿÃ : ™ö…¿ñýOBÆæÿ$.	3:469.0	no-rom
Icf874b94af9e	13	34	çÜ$º¾Äæý$Å	Hello, Mr. Giri!  How many brothers are you?	సుబ్బయ్య: ఏవుండీ! గిరిగారూ . మీరు ఎంతమంది అన్నదమ్ములు?	ocr		çÜ$º¾Äæý$Å : HÐèþ$…yîþ! WÇV>Ææÿ*  Ò$Ææÿ$ G…™èþÐèþ$…¨ A¯èþ²§æþÐèþ$$ÃË$?	3:511.6;3:526.8	no-rom
Ifd09e2f91ad6	13	35	WÇ	I have no brothers, sir!  I am only one.	గిరి. : నాకు అన్నదమ్ములు లేరండీ! నేను ఒకట్ణే.	ocr		WÇ : ¯éMæü$ A¯èþ²§æþÐèþ$$ÃË$ ÌôýÆæÿ…yîþ!  ¯óþ¯èþ$ JMæü×ôý~.	3:557.2;3:572.5	no-rom
I85dab9ef44a9	13	36	çÜ$º¾Äæý$Å	Ms. Sarala! How many sisters are you?	సుబ్బయ్య : సరళగారూ! మీరు ఎంతమంది. అక్కజెల్లెళ్ళు?	ocr		çÜ$º¾Äæý$Å : çÜÆæÿâæýV>Ææÿ*!  Ò$Ææÿ$ G…™èþÐèþ$…¨ AMæüPgñýÌñýÏâæý$å?	3:602.9;3:618.1	no-rom
I9a431a727706	13	37	çÜÆæÿâæý	I too have no sisters, sir!  I am also (only) one.	సరళ: నాకు కూడా అక్కజెల్లెళ్ళు లేరండీ. నేనూ ఒకతెనే!	ocr		çÜÆæÿâæý : ¯éMæü$ Mæü*yé AMæüPgñýÌñýÏâæý$å ÌôýÆæÿ…yîþ. ¯óþ¯èþ* JMæü™ðþ¯óþ!	4:179.8;4:195.0	no-rom
I739bd34af719	13	38	çÜ$º¾Äæý$Å	Hello, sir!  How many brothers are you?	సుబ్బయ్య : ఏమండీ! రామారావుగారూ! మీరు. ఎంతమంది అన్నదమ్ములు?	ocr		çÜ$º¾Äæý$Å : HÐèþ$…yîþ! Æ>Ðèþ*Æ>Ðèþ#V>Ææÿ*!  Ò$Ææÿ$ G…™èþÐèþ$…¨ A¯èþ²§æþÐèþ$$ÃË$?	4:225.4;4:240.7	no-rom
I7580c46b7468	13	39	Æ>Ðèþ*Æ>Ðèþ#	We are three.  I don’t have elder brothers.  I have two younger brothers.	రామారావు : మేం ముగ్గురం. నాకు అన్నలు, లేరు. ఇద్దరు తమ్ముళ్ళు.	ocr		Æ>Ðèþ*Æ>Ðèþ# :  Ðóþ$… Ðèþ$$Væü$YÆæÿ….  ¯éMæü$ A¯èþ²Ë$ ÌôýÆæÿ$.  C§æþªÆæÿ$ ™èþÐèþ$$Ãâæý$å.	4:271.1;4:286.3	no-rom
I6d6055888377	13	40	çÜ$º¾Äæý$Å	Do you have sisters?	సుబ్బయ్య : మీకు అక్కజెల్లెళ్ళు ఉన్నారా?	ocr		çÜ$º¾Äæý$Å : Ò$Mæü$ AMæüPgñýÌñýÏâæý$å E¯é²Æ>?	4:316.8	no-rom
I0715cbcdcaf9	13	41	Æ>Ðèþ*Æ>Ðèþ#	I don’t have elder sisters, sir.  I have two younger sisters.	రామారావు : అక్కలు లేరండీ. ఇద్దరు చెల్లెళ్ళు.	ocr		Æ>Ðèþ*Æ>Ðèþ# : AMæüPË$ ÌôýÆæÿ…yîþ.  C§æþªÆæÿ$ ^ðþÌñýÏâæý$å.	4:347.2	no-rom
I221508aecded	13	42	çÜ$º¾Äæý$Å	Are your sisters here?	సుబ్బయ్య: మీ చెల్లెళ్ళు ఇక్కడే ఉన్నారా?	ocr		çÜ$º¾Äæý$Å : Ò$ ^ðþÌñýÏâæý$å CMæüPyóþ E¯é²Æ>?	4:377.7	no-rom
I31a0edde1915	13	43	Æ>Ðèþ*Æ>Ðèþ#	One is not here at present.  She is at my uncle’s house in Vijayawada.	రామారావు : ఒక చెల్లెలు ప్రస్తుతం ఇక్కడ లేదు. విజయవాడలో మా బాబాయి గారింట్లో ఉంది.	ocr		Æ>Ðèþ*Æ>Ðèþ# : JMæü ^ðþÌñýÏË$ {ç³çÜ$¢™èþ… CMæüPyæþ Ìôý§æþ$.  ÑfÄæý$ÐéyæþÌZ Ðèþ* »ê»êÆÿ$$ V>Ç…sZÏ E…¨.	4:408.1;4:423.3;4:438.6	no-rom
Iaa18133fb555	13	44	çÜ$º¾Äæý$Å	Doesn’t your uncle have children?	సుబ్బయ్య: మీ బాబాయిగారికి పిల్లలు లేరా?	ocr		çÜ$º¾Äæý$Å :  Ò$ »ê»êÆÿ$$V>ÇMìü í³ËÏË$ ÌôýÆ>?	4:469.0	no-rom
I659db40bc62e	13	45	Æ>Ðèþ*Æ>Ðèþ#	He has male children, and not female children.	రామారావు : మగపిల్లలున్నారండీ; ఆడపిల్లలు, లేరు.	ocr		Æ>Ðèþ*Æ>Ðèþ# : Ðèþ$Væüí³ËÏË$¯é²Ææÿ…yîþ; Byæþí³ËÏË$ ÌôýÆæÿ$.	4:499.5;4:514.7	no-rom
I83a1f013f124	13	46	çÜ$º¾Äæý$Å	Then, your uncle has sons and not daughters!	సుబ్బయ్య: అయితే. మీ బాబాయిగారికి కొడుకులు ఉన్నారు కాని కూతుళ్ళు 'లేరన్నమాట!	ocr		çÜ$º¾Äæý$Å : AÆÿ$$™óþ Ò$ »ê»êÆÿ$$V>ÇMìü Möyæþ$Mæü$Ë$ E¯é²Ææÿ$ M>° Mæü*™èþ$âæý$å ÌôýÆæÿ¯èþ²Ðèþ*r!	4:545.1;4:560.3;4:575.6	no-rom
Ifa1498b116a7	13	47	Æ>Ðèþ*Æ>Ðèþ#	Yes, sir!  He has two sons.	రామారావు : అవునండీ ఆయనకు ఇద్దరు కొడుకులు.	ocr		Æ>Ðèþ*Æ>Ðèþ# : AÐèþ#¯èþ…yîþ BÄæý$¯èþMæü$ C§æþªÆæÿ$ Möyæþ$Mæü$Ë$.	4:606.0;4:621.2	no-rom
